gene,regulated,GO_IDS
CDK14,no,GO:0004693 GO:0005515 GO:0005524 GO:0030332 GO:0106310 GO:0000083 GO:0000086 GO:0006468 GO:0016055 GO:0051301 GO:0051726 GO:0060828
PDE2A-AS2,down,
SLC6A16,down,GO:0005326 GO:0015293 GO:0006836 GO:0035725 GO:0071702 GO:0071705
TOLLIP-DT,down,
HEATR5A,no,
LOC101928451,up,
EMILIN1,no,GO:0005201 GO:0005515 GO:0030023 GO:0042802 GO:0060090 GO:0098640 GO:0003180 GO:0007155 GO:0007160 GO:0008217 GO:0010628 GO:0010629 GO:0010811 GO:0016477 GO:0016525 GO:0030194 GO:0030336 GO:0030512 GO:0030948 GO:0032966 GO:0033627 GO:0042127 GO:0043065 GO:0045766 GO:0048251 GO:0050866 GO:0060394 GO:0070373 GO:1900426 GO:1901203 GO:1901731 GO:1904027 GO:1905522
RTKN,no,GO:0005095 GO:0005515 GO:0005525 GO:0031267 GO:0000281 GO:0000915 GO:0006915 GO:0007165 GO:0007266 GO:0031106 GO:0042981 GO:0043086
CFAP54,no,
LOC105370165,no,
LRRC7-AS1,down,
SLC30A9,no,GO:0003682 GO:0008324 GO:0016922 GO:0006289 GO:0006829 GO:0006882 GO:0098655
POLR2J2,no,GO:0001055 GO:0003677 GO:0003899 GO:0046983 GO:0006366
RAPGEF1,no,GO:0005085 GO:0005515 GO:0017124 GO:0007165 GO:0007169 GO:0007265 GO:0007399 GO:0010976 GO:0032486 GO:0038180 GO:0043547 GO:0061028 GO:0071320 GO:1901888 GO:1990090
CMC4,no,
EIF3K,no,GO:0003723 GO:0003743 GO:0005515 GO:0043022 GO:0001732 GO:0006413 GO:0006446
RGCC,no,GO:0005515 GO:0019901 GO:0030295 GO:0070412 GO:0001100 GO:0001818 GO:0001819 GO:0001937 GO:0003331 GO:0006956 GO:0007049 GO:0008285 GO:0010628 GO:0010718 GO:0016525 GO:0032147 GO:0032967 GO:0043537 GO:0045737 GO:0045840 GO:0045944 GO:0051091 GO:0051496 GO:0071456 GO:0072537 GO:0090272 GO:1900087 GO:1901203 GO:1901991 GO:2000048 GO:2000353 GO:2000573
LOC102723728,no,
PARP11,no,GO:0003950 GO:0016779 GO:0140803 GO:0140804 GO:1990404 GO:0006998 GO:0007283 GO:0015031 GO:0030154 GO:0051028 GO:0070213
CNBD2,no,GO:0030552 GO:0007283
LINC02336,down,
STBD1,no,GO:0005515 GO:0019899 GO:0030247 GO:0038024 GO:2001069 GO:2001070 GO:0005980 GO:0006897 GO:0046907 GO:0061723 GO:0061753
COA4,no,
HS1BP3-IT1,down,
CLEC16A,no,GO:0003674 GO:0006914 GO:0008333 GO:0009267 GO:0016197 GO:1901096 GO:1901097 GO:1904263 GO:1904766
SHKBP1,no,GO:0005515 GO:0042802 GO:0045742 GO:0051260
IRX3,no,GO:0000978 GO:0000981 GO:0001227 GO:0001228 GO:1990837 GO:0000122 GO:0001656 GO:0003165 GO:0003167 GO:0006357 GO:0007498 GO:0030182 GO:0045665 GO:0045666 GO:0045944 GO:0048468 GO:0060932 GO:0072086 GO:0097009 GO:1901844 GO:1903598
SLC51A,no,GO:0005215 GO:0005515 GO:0015125 GO:0042803 GO:0046982 GO:0006810 GO:0015721 GO:0032782 GO:0055085
R3HCC1,no,
GDF5,down,GO:0005125 GO:0005515 GO:0008083 GO:0036122 GO:0042802 GO:0002062 GO:0007179 GO:0007267 GO:0009612 GO:0010862 GO:0030326 GO:0030509 GO:0030513 GO:0032331 GO:0032332 GO:0035136 GO:0035137 GO:0040014 GO:0043524 GO:0043932 GO:0045666 GO:0050680 GO:0060390 GO:0060395 GO:0060591 GO:0097152 GO:2001054
VTA1,no,GO:0005515 GO:0008022 GO:0015031 GO:0016236 GO:0032511 GO:0036258 GO:0046755 GO:0071985 GO:1904903
LOC105376156,no,
DERL1,no,GO:0002020 GO:0005047 GO:0005515 GO:0031625 GO:0038023 GO:0042288 GO:0042802 GO:0044877 GO:0051117 GO:0051787 GO:1990381 GO:0006986 GO:0030433 GO:0030968 GO:0030970 GO:0031398 GO:0031648 GO:0032092 GO:0036503 GO:0045184 GO:0071712
ZNF530,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
RNF32,no,
UNC119B,no,GO:0005515 GO:0008289 GO:0007399 GO:0042953 GO:0060271
VIPAS39,no,GO:0005515 GO:0044877 GO:0006886 GO:0007034 GO:0007283 GO:0008333 GO:0017185 GO:0030154 GO:0030199 GO:0032963 GO:0043687 GO:0046907 GO:0090385 GO:0097352
LOC105376088,down,
PCDHB9,no,GO:0005509 GO:0007155 GO:0007156 GO:0007268 GO:0007416 GO:0016339
LOC107986852,no,
TGM4,down,GO:0003810 GO:0046872 GO:0018149
PHTF2,no,
LOC105376046,down,
APBB2,no,GO:0001540 GO:0005515 GO:0008134 GO:0000122 GO:0006355 GO:0006939 GO:0035556 GO:0036438 GO:0045944 GO:0050808 GO:1901988
EIF2AK2,no,GO:0003723 GO:0003725 GO:0004672 GO:0004674 GO:0004694 GO:0004715 GO:0005515 GO:0005524 GO:0019888 GO:0042802 GO:0106310 GO:0001819 GO:0006412 GO:0006468 GO:0008285 GO:0009615 GO:0010998 GO:0017148 GO:0018108 GO:0030968 GO:0032722 GO:0032874 GO:0033689 GO:0034198 GO:0035455 GO:0043066 GO:0043410 GO:0045071 GO:0045087 GO:0046777 GO:0050790 GO:0051092 GO:0051607 GO:1900225 GO:1901224 GO:1901532 GO:1902033 GO:1902036
LOC105374296,up,
LOC105372579,no,
RPL10A,no,GO:0003723 GO:0003735 GO:0005515 GO:0000470 GO:0002181 GO:0006412
TNFRSF10A-DT,no,
UPK3BL2,no,
NDUFB10,no,GO:0005515 GO:0008137 GO:0006120 GO:0009060 GO:0032981 GO:0042776
DYNLL2,no,GO:0005515 GO:0045505 GO:0007017
LOC105373020,no,
LOC112268060,no,
NRTN,no,GO:0005102 GO:0008083 GO:0030116 GO:0030971 GO:0000165 GO:0001755 GO:0007169 GO:0007399 GO:0021675 GO:0031175
S100A1,no,GO:0005509 GO:0005515 GO:0042802 GO:0042803 GO:0044548 GO:0048306 GO:0051117 GO:0008016 GO:0021762 GO:0035556 GO:0051000 GO:1903672
NCK2,no,GO:0001784 GO:0005515 GO:0008093 GO:0030159 GO:0030971 GO:0035591 GO:0044877 GO:0097110 GO:0001771 GO:0007015 GO:0007165 GO:0007172 GO:0007173 GO:0007176 GO:0008285 GO:0016477 GO:0030032 GO:0030838 GO:0033137 GO:0036493 GO:0042102 GO:0042110 GO:0045944 GO:0048013 GO:0060996 GO:1902237 GO:1903898 GO:1903912 GO:1990441
PIH1D1,no,GO:0001164 GO:0001165 GO:0005515 GO:0019901 GO:0042393 GO:0051117 GO:0051219 GO:0000492 GO:0001188 GO:0006338 GO:0006364 GO:0030855 GO:0031334 GO:0048254 GO:0050821 GO:0051569 GO:0071169 GO:0071902 GO:0090240 GO:1900110 GO:1900113 GO:1901838 GO:1902661 GO:1903939 GO:1904263 GO:1905669 GO:2000617 GO:2000619 GO:2001268
FLJ42627,no,
MGC16275,no,
ANAPC15,no,GO:0005515 GO:0007049 GO:0007346 GO:0031145 GO:0051301 GO:0051445 GO:0090266
RASA1,no,GO:0001784 GO:0003924 GO:0005096 GO:0005102 GO:0005515 GO:0019870 GO:0051020 GO:0000281 GO:0001570 GO:0001953 GO:0007162 GO:0007165 GO:0008360 GO:0030833 GO:0035556 GO:0043066 GO:0043524 GO:0043547 GO:0046580 GO:0048013 GO:0048514 GO:0051252
TRNR,no,
BLTP3A,no,
DPY19L3,no,GO:0000030 GO:0018406
E2F7,no,GO:0000978 GO:0000981 GO:0000987 GO:0001217 GO:0001227 GO:0003700 GO:0005515 GO:0042802 GO:1990837 GO:0000122 GO:0001890 GO:0002040 GO:0006357 GO:0008285 GO:0030330 GO:0032466 GO:0032877 GO:0045944 GO:0060707 GO:0060718 GO:0070365 GO:0071930 GO:2000134
SLAMF8,no,GO:0005515 GO:0038023 GO:0042802 GO:0002232 GO:0002336 GO:0010760 GO:0033860 GO:0042742 GO:0043549 GO:0045577 GO:0060266 GO:0090027 GO:0090383 GO:1902623 GO:2000509
LOC112268116,up,
LOC105372795,down,
ZG16B,no,GO:0003674 GO:0005515 GO:0030246 GO:0001895
GOLGA8K,no,
B4GALT1-AS1,no,
TDRD6,down,
UBR1,no,GO:0005515 GO:0008270 GO:0061630 GO:0070728 GO:0016567 GO:0032007 GO:0071233 GO:0071596
ROCK2,no,GO:0003723 GO:0004674 GO:0005198 GO:0005515 GO:0005524 GO:0031267 GO:0046872 GO:0048156 GO:0050321 GO:0072518 GO:0106310 GO:0000281 GO:0001837 GO:0001934 GO:0002931 GO:0003180 GO:0006468 GO:0006939 GO:0007249 GO:0007266 GO:0010595 GO:0010613 GO:0010628 GO:0010629 GO:0010825 GO:0016525 GO:0018105 GO:0018107 GO:0030036 GO:0030155 GO:0030335 GO:0030866 GO:0031032 GO:0031644 GO:0032723 GO:0032956 GO:0035509 GO:0042752 GO:0043410 GO:0044788 GO:0045019 GO:0045616 GO:0048511 GO:0048598 GO:0051246 GO:0051298 GO:0051492 GO:0051496 GO:0051893 GO:0061157 GO:0070168 GO:0071394 GO:0071559 GO:0072659 GO:0090271 GO:0097746 GO:0110061 GO:0150033 GO:1900037 GO:1901888 GO:1902004 GO:1902961 GO:1902966 GO:1902993 GO:1903140 GO:1903347 GO:1905145 GO:1905205 GO:1990776 GO:2000114 GO:2000145
TSEN54,no,GO:0005515 GO:0000379 GO:0006388 GO:0006397
ZNF492,no,GO:0000978 GO:0000981 GO:0046872 GO:0006355 GO:0006357
FBXW11,no,GO:0004842 GO:0005515 GO:0046983 GO:0051010 GO:0070840 GO:0000132 GO:0000209 GO:0006470 GO:0007097 GO:0007281 GO:0008090 GO:0016055 GO:0016567 GO:0031023 GO:0031146 GO:0031648 GO:0042753 GO:0043161 GO:0045862 GO:0045892 GO:0045893 GO:0047496 GO:0048511 GO:0048854
FAM151B,no,
KLC2-AS2,no,
SNORD125,no,
IFT122,no,GO:0005515 GO:0001843 GO:0010172 GO:0035050 GO:0035721 GO:0042073 GO:0045879 GO:0048593 GO:0060173 GO:0060271 GO:0061512 GO:1905515
MT1E,no,GO:0005515 GO:0008270 GO:0046872 GO:0006882 GO:0010273 GO:0045926 GO:0071276 GO:0071280 GO:0071294
ACTG1,no,GO:0005200 GO:0005515 GO:0005522 GO:0005524 GO:0016787 GO:0031625 GO:0042802 GO:0098973 GO:0001525 GO:0001738 GO:0001895 GO:0009612 GO:0010628 GO:0030335 GO:0035633 GO:0045214 GO:0051492 GO:0051592 GO:0051893 GO:0070527 GO:0071346 GO:0090303 GO:0098974 GO:0120192 GO:0150111 GO:1900242 GO:1902396
MTIF3,no,GO:0003743 GO:0005515 GO:0008135 GO:0043022 GO:0043024 GO:0032790 GO:0070124
ITGA5,no,GO:0001618 GO:0005154 GO:0005161 GO:0005178 GO:0005515 GO:0043184 GO:0046872 GO:0001525 GO:0007044 GO:0007155 GO:0007157 GO:0007159 GO:0007160 GO:0007229 GO:0007565 GO:0007613 GO:0010811 GO:0023035 GO:0030335 GO:0030949 GO:0031589 GO:0033627 GO:0033631 GO:0034113 GO:0035313 GO:0035987 GO:0046718 GO:0050731 GO:0098609 GO:1903672 GO:2000811
FYTTD1,no,GO:0003723 GO:0003729 GO:0005515 GO:0006406
GDPD3,no,GO:0004622 GO:0008081 GO:0046872 GO:0034638 GO:0046475 GO:0070291
RPL36A,no,GO:0003723 GO:0003735 GO:0005515 GO:0002181 GO:0006412
POLB,no,GO:0003684 GO:0003887 GO:0003906 GO:0005515 GO:0008017 GO:0016829 GO:0019899 GO:0046872 GO:0001701 GO:0006261 GO:0006281 GO:0006284 GO:0006287 GO:0006290 GO:0006297 GO:0006303 GO:0006954 GO:0006974 GO:0007435 GO:0007568 GO:0008630 GO:0010332 GO:0016446 GO:0045471 GO:0048535 GO:0048536 GO:0048872 GO:0051402 GO:0055093 GO:0071707 GO:0071897
ITGB3BP,no,GO:0005515 GO:0008022 GO:0006355 GO:0006915 GO:0007049 GO:0007155 GO:0007165 GO:0034080 GO:0051301
CDC42SE2,no,GO:0005515 GO:0031267 GO:0035591 GO:0006909 GO:0008360 GO:0009966 GO:0035023
TFCP2,no,GO:0000978 GO:0000981 GO:0000987 GO:0001228 GO:0003677 GO:0003700 GO:0005515 GO:0008134 GO:1990837 GO:0006357 GO:0042789 GO:0045944
RAB12,no,GO:0003924 GO:0005515 GO:0005525 GO:0019003 GO:0006904 GO:0006914 GO:0008333 GO:0009306 GO:0017157 GO:0030163 GO:0032482 GO:0032869 GO:0072659
AFAP1,no,GO:0003779 GO:0017124 GO:0042169 GO:0009966 GO:0051493
SCFD1,no,GO:0005515 GO:0019905 GO:0044877 GO:0047485 GO:0000902 GO:0001666 GO:0006886 GO:0006888 GO:0006890 GO:0006892 GO:0009636 GO:0016192 GO:0051223 GO:0060628 GO:1901998 GO:1902902
ZNF793,down,GO:0000978 GO:0000981 GO:0046872 GO:0006357
TMED6,no,
ATF7-NPFF,no,
EXD2,no,GO:0000175 GO:0000287 GO:0003676 GO:0005515 GO:0008296 GO:0008310 GO:0008408 GO:0008852 GO:0030145 GO:0042803 GO:0000724 GO:0000729 GO:0006302 GO:0031297 GO:0090305 GO:0090503
NPAT,no,GO:0003712 GO:0003713 GO:0003714 GO:0005515 GO:0008022 GO:0000083 GO:0001701 GO:0006351 GO:0010468 GO:0045892 GO:0045893 GO:0045944
GAL3ST4,no,GO:0001733 GO:0008146 GO:0050656 GO:0050694 GO:0050698 GO:0006790 GO:0007267 GO:0009100 GO:0009101 GO:0009247 GO:0009311 GO:0030166
ADAM15,no,GO:0004222 GO:0005178 GO:0005515 GO:0008237 GO:0017124 GO:0046872 GO:0001525 GO:0001953 GO:0002418 GO:0006508 GO:0006915 GO:0007160 GO:0007229 GO:0008584 GO:0022617 GO:0030308 GO:0030336 GO:0030574 GO:0042246 GO:0045087 GO:0060317 GO:1900121 GO:1904628 GO:1990910
LOC107984950,no,
TRIM5,no,GO:0003713 GO:0004842 GO:0005515 GO:0008270 GO:0019901 GO:0030674 GO:0038187 GO:0042802 GO:0042803 GO:0061630 GO:0000209 GO:0002218 GO:0006914 GO:0010468 GO:0010508 GO:0016567 GO:0031664 GO:0032880 GO:0043123 GO:0043410 GO:0044790 GO:0045087 GO:0045893 GO:0046596 GO:0046597 GO:0051091 GO:0051092 GO:0051607 GO:0070534
ZNHIT2,no,
SPATA4,down,GO:0003674 GO:0005515 GO:0008017 GO:0051493
EP300,no,GO:0001221 GO:0001223 GO:0002039 GO:0003677 GO:0003682 GO:0003684 GO:0003713 GO:0004402 GO:0004468 GO:0005515 GO:0008013 GO:0008022 GO:0008270 GO:0010484 GO:0010485 GO:0016407 GO:0016746 GO:0016922 GO:0031490 GO:0034212 GO:0044013 GO:0048156 GO:0050681 GO:0051059 GO:0061629 GO:0061733 GO:0061920 GO:0097157 GO:0097677 GO:0106226 GO:0120301 GO:0140065 GO:0140068 GO:0140069 GO:0140297 GO:0000122 GO:0001666 GO:0001756 GO:0001966 GO:0002209 GO:0002223 GO:0006110 GO:0006366 GO:0006473 GO:0006475 GO:0006915 GO:0007049 GO:0007399 GO:0007507 GO:0007519 GO:0007611 GO:0007623 GO:0009887 GO:0010506 GO:0010742 GO:0010821 GO:0010976 GO:0016573 GO:0018076 GO:0018393 GO:0018394 GO:0030183 GO:0030220 GO:0030324 GO:0030511 GO:0031333 GO:0031648 GO:0032092 GO:0034644 GO:0035264 GO:0035855 GO:0036268 GO:0042771 GO:0043627 GO:0043923 GO:0045444 GO:0045721 GO:0045815 GO:0045893 GO:0045944 GO:0050821 GO:0051091 GO:0051092 GO:0060325 GO:0060765 GO:0061921 GO:0090043 GO:0097043 GO:0140066 GO:0140067 GO:1900034 GO:1901224 GO:1901796 GO:1905636
TMEM69,no,
PPP1R9A,no,GO:0005515 GO:0051015 GO:0007015 GO:0019722 GO:0031175 GO:0050804
ACVR2B-AS1,no,
FRG1CP,down,
PRORP,no,GO:0004526 GO:0046872 GO:0001682 GO:0090502 GO:0097745
SUGT1P4-STRA6LP,no,
EML6,no,
ATP6V0B,no,GO:0005515 GO:0046961 GO:0007035 GO:0007042 GO:0016241 GO:0048388 GO:0051452 GO:0061795 GO:1902600
POLR3D,no,GO:0003677 GO:0003682 GO:0006383 GO:0032728 GO:0045087 GO:0045089 GO:0051607
FICD,no,GO:0005515 GO:0005524 GO:0030544 GO:0042802 GO:0042803 GO:0044603 GO:0051087 GO:0070733 GO:0006986 GO:0018117 GO:0034260 GO:0034976 GO:0044602 GO:1903894
OS9,no,GO:0002020 GO:0005515 GO:0030246 GO:0006511 GO:0006605 GO:0006621 GO:0016567 GO:0030433 GO:0030968 GO:0030970 GO:0034976 GO:1904153
H3C3,no,GO:0003677 GO:0005515 GO:0030527 GO:0045296 GO:0046982 GO:0006334 GO:0032200 GO:0040029
ZC3H8,no,GO:0001162 GO:0001227 GO:0003723 GO:0005515 GO:0046872 GO:0000122 GO:0006915 GO:0033085 GO:0042795 GO:0042796 GO:0043029 GO:0045892 GO:0045945 GO:0046677 GO:0070245
RAE1,no,GO:0003723 GO:0005515 GO:0008017 GO:0043130 GO:0000972 GO:0006405 GO:0006406 GO:0006913 GO:0007049 GO:0051301 GO:0060236 GO:0071407
NHLRC1,no,GO:0004842 GO:0005515 GO:0046872 GO:0061630 GO:0000209 GO:0005978 GO:0006914 GO:0010468 GO:0031398 GO:0034976 GO:0043161 GO:0045859 GO:1903076
MIR647,up,
TIMM8A,no,GO:0005515 GO:0008270 GO:0042802 GO:0007399 GO:0045039
LOC105369355,no,
ODF3L2,no,
METTL6,no,GO:0005515 GO:0019899 GO:0052735 GO:0030488
LRP4-AS1,no,
LOC105373383,no,
CBX4,no,GO:0000976 GO:0003682 GO:0003714 GO:0003727 GO:0005515 GO:0019789 GO:0019899 GO:0032183 GO:0035064 GO:0051219 GO:0061665 GO:0000122 GO:0006325 GO:0016925 GO:0043066 GO:0045892
TTBK2,no,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0019894 GO:0048156 GO:0050321 GO:0051010 GO:0106310 GO:0000226 GO:0007026 GO:0007165 GO:0007224 GO:0018105 GO:0021549 GO:0021681 GO:0021935 GO:0030334 GO:0060271 GO:1902817 GO:1904527
MEIOB,down,GO:0003682 GO:0003697 GO:0008310 GO:0000712 GO:0000724 GO:0007129 GO:0007140 GO:0007144 GO:0009566 GO:0090305
LOC101928317,no,
ARHGAP39,no,GO:0005096 GO:0007165 GO:0050790 GO:0051056 GO:0099173
KRAS,no,GO:0003924 GO:0003925 GO:0005515 GO:0005525 GO:0019003 GO:0043495 GO:0043539 GO:0044877 GO:0000165 GO:0001934 GO:0007265 GO:0008284 GO:0008542 GO:0010628 GO:0014009 GO:0016601 GO:0021897 GO:0030036 GO:0030857 GO:0031647 GO:0032228 GO:0035022 GO:0035914 GO:0038002 GO:0043524 GO:0048169 GO:0048873 GO:0051146 GO:0051402 GO:0060252 GO:0060441 GO:0060509 GO:0071902
WHAMMP1,no,
PTPRS,no,GO:0004721 GO:0004725 GO:0005515 GO:0008201 GO:0035374 GO:0043395 GO:0006470 GO:0010977 GO:0030517 GO:0032687 GO:0032688 GO:0034164 GO:0035335 GO:0048671 GO:0048681 GO:0061000 GO:0099560
LOC107984966,down,
SERINC4,no,
BBS4,no,GO:0005515 GO:0030674 GO:0034452 GO:0043014 GO:0048487 GO:0061629 GO:0000226 GO:0000281 GO:0001764 GO:0001843 GO:0001895 GO:0001947 GO:0003085 GO:0007098 GO:0007286 GO:0007601 GO:0007608 GO:0010467 GO:0010629 GO:0015031 GO:0016358 GO:0019216 GO:0021591 GO:0021756 GO:0021766 GO:0021987 GO:0030534 GO:0030837 GO:0032402 GO:0032465 GO:0033365 GO:0034260 GO:0034454 GO:0035176 GO:0035845 GO:0038108 GO:0040018 GO:0045444 GO:0045494 GO:0045724 GO:0046548 GO:0046907 GO:0048854 GO:0050893 GO:0051457 GO:0051492 GO:0060271 GO:0060296 GO:0060324 GO:0060613 GO:0061512 GO:0071539 GO:1902855 GO:1903546 GO:1905515
HSD17B1,no,GO:0003824 GO:0004303 GO:0005496 GO:0005515 GO:0016491 GO:0030283 GO:0035410 GO:0036094 GO:0042803 GO:0044594 GO:0047035 GO:0047045 GO:0050661 GO:0070401 GO:0072582 GO:1903924 GO:0006694 GO:0006703 GO:0008210 GO:0060348 GO:0061370 GO:0071248
PPP1R9B,no,GO:0004672 GO:0004864 GO:0005515 GO:0008022 GO:0008157 GO:0019900 GO:0031749 GO:0044325 GO:0051015 GO:0001560 GO:0001932 GO:0001975 GO:0003006 GO:0007015 GO:0007096 GO:0007568 GO:0007612 GO:0008380 GO:0016358 GO:0016477 GO:0019722 GO:0021766 GO:0021987 GO:0030042 GO:0030308 GO:0031175 GO:0032515 GO:0034695 GO:0035094 GO:0035902 GO:0042127 GO:0046847 GO:0048545 GO:0050804 GO:0051726 GO:0060179 GO:0061458 GO:0071315 GO:0071364 GO:0071392 GO:0071466 GO:0097338 GO:1901653 GO:1903078 GO:1903119 GO:1904372 GO:1904373 GO:1904386 GO:1990778 GO:2000474
CREB3,no,GO:0000977 GO:0000978 GO:0000981 GO:0001221 GO:0001228 GO:0005515 GO:0035497 GO:0042802 GO:1990837 GO:0006357 GO:0006935 GO:0006990 GO:0045944 GO:0090026 GO:0140467 GO:1902236
ICAM3,no,GO:0005102 GO:0005178 GO:0005515 GO:0006909 GO:0007155 GO:0098609
SCYL3,no,GO:0005515 GO:0005524 GO:0016301 GO:0042802 GO:0006468 GO:0006954 GO:0008104 GO:0016477 GO:0021522 GO:0048666
GLT8D2,no,GO:0008194 GO:0034645 GO:0044238
SPINK5,down,GO:0004867 GO:0002787 GO:0007275 GO:0007417 GO:0009913 GO:0016525 GO:0030154 GO:0030155 GO:0030198 GO:0030855 GO:0035315 GO:0045580 GO:0050777 GO:0051884 GO:1900004 GO:1902572
SLC2A14,down,GO:0005355 GO:0015149 GO:0033300 GO:0055056 GO:0007283 GO:0015749 GO:0030154 GO:0046323 GO:0070837 GO:1904659
COL4A5,no,GO:0005201 GO:0030020 GO:0007528 GO:0030198 GO:0038063
AGGF1,no,GO:0003676 GO:0005515 GO:0001525 GO:0001570 GO:0001938 GO:0007155 GO:0045766
CD7,no,GO:0005515 GO:0038023 GO:0002250 GO:0006955 GO:0007169 GO:0042110
PCMTD2,no,GO:0004719 GO:0005515 GO:0006479
PIN1,no,GO:0003755 GO:0003774 GO:0005515 GO:0008013 GO:0016859 GO:0031434 GO:0032794 GO:0048156 GO:0050815 GO:0050816 GO:0051219 GO:0000413 GO:0001666 GO:0001932 GO:0001934 GO:0007049 GO:0007088 GO:0010468 GO:0030182 GO:0030512 GO:0031647 GO:0032091 GO:0032092 GO:0032465 GO:0035307 GO:0042177 GO:0043547 GO:0045944 GO:0046785 GO:0050808 GO:0050821 GO:0051443 GO:0060393 GO:0070373 GO:0090263 GO:1900180 GO:1902430 GO:2000146
HSPB6,no,GO:0005212 GO:0042803 GO:0044183 GO:0051082 GO:0051087 GO:0009408 GO:0042026 GO:0043066 GO:0045766 GO:0061077
MMADHC,no,GO:0005515 GO:0009235
EPHA5,no,GO:0004714 GO:0005003 GO:0005004 GO:0005005 GO:0005515 GO:0005524 GO:0007169 GO:0007275 GO:0007411 GO:0018108 GO:0019933 GO:0021766 GO:0032793 GO:0032956 GO:0033674 GO:0043087 GO:0048013 GO:0048666 GO:0061178
CLSTN1,no,GO:0001540 GO:0005509 GO:0005515 GO:0019894 GO:0042988 GO:0001558 GO:0007155 GO:0007156 GO:0050806 GO:0051965 GO:0090128 GO:0098969 GO:0099003
COL4A2-AS1,no,
SAMD15,no,
LHB,no,GO:0005102 GO:0005179 GO:0005515 GO:0006701 GO:0007165 GO:0007186 GO:0007267 GO:0008584 GO:0009755
MST1,no,GO:0004175 GO:0005102 GO:0005515 GO:0030971 GO:0006508 GO:0045721 GO:0046425 GO:2000479
CBY1,no,GO:0005515 GO:0008013 GO:0042802 GO:0042803 GO:0140678 GO:0008104 GO:0030178 GO:0033504 GO:0045444 GO:0045892 GO:0051289 GO:0055007 GO:0060070 GO:0060271 GO:0090090
MEF2A,no,GO:0000977 GO:0000978 GO:0000981 GO:0001228 GO:0003682 GO:0003700 GO:0005515 GO:0019901 GO:0035035 GO:0042826 GO:0043565 GO:0046332 GO:0046982 GO:0061629 GO:0140297 GO:0000002 GO:0000122 GO:0000165 GO:0006351 GO:0006357 GO:0006915 GO:0007507 GO:0007517 GO:0010613 GO:0010628 GO:0030154 GO:0045944 GO:0046326 GO:0048311 GO:0048813 GO:0055005 GO:0061337 GO:0070375 GO:0071277
ATP5PO,no,GO:0005515 GO:0046933 GO:0006754 GO:0015986 GO:0042776 GO:1902600
LINC00174,no,
SNORD32A,no,
CILP2,no,
TMPPE,no,
LOC105379118,no,
SNORD31,no,
LOC105373802,up,
TALDO1,no,GO:0004801 GO:0005515 GO:0048029 GO:0005975 GO:0006002 GO:0009052 GO:0019682
TMEM161B-DT,no,
WRAP73,no,GO:0005515 GO:0000070 GO:0030030 GO:0090307 GO:1902440 GO:1902857
C3orf20,no,
NOP53-AS1,no,
DHDDS,no,GO:0002094 GO:0005515 GO:0045547 GO:0046872 GO:0006489 GO:0016094
TRIL,no,GO:0001530 GO:0005515 GO:0002718 GO:0006954 GO:0034142 GO:0045087
MAP3K9,no,GO:0004674 GO:0004706 GO:0004708 GO:0005515 GO:0005524 GO:0042803 GO:0106310 GO:0000165 GO:0006468 GO:0006915 GO:0043065 GO:0046777
C22orf46P,no,
ZKSCAN7-AS1,no,
ATXN7L3,no,GO:0003713 GO:0005515 GO:0008270 GO:0030374 GO:0006282 GO:0006325 GO:0006357 GO:0010390 GO:0016578 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893
LOC107985259,no,
LOC100133331,no,
PLGLB1,no,GO:0036313 GO:0014067 GO:0043553
C9orf72,no,GO:0005085 GO:0005515 GO:0031267 GO:0001933 GO:0006897 GO:0006914 GO:0010506 GO:0016239 GO:0032880 GO:0034063 GO:0043547 GO:0048675 GO:0110053 GO:1902774 GO:1903432 GO:1904425 GO:2000785
CCSER2,no,GO:0008017 GO:0001578
SPIN3,no,GO:0005515 GO:0035064 GO:0006355 GO:0007276
CFLAR,no,GO:0002020 GO:0005123 GO:0005515 GO:0008047 GO:0044877 GO:0097153 GO:0097199 GO:0097200 GO:0006508 GO:0006915 GO:0006919 GO:0007519 GO:0010667 GO:0010976 GO:0014732 GO:0014842 GO:0014866 GO:0032869 GO:0033574 GO:0042060 GO:0043066 GO:0043123 GO:0043403 GO:0051092 GO:0060544 GO:0070374 GO:0071364 GO:0071392 GO:0071456 GO:0071549 GO:0071732 GO:0072126 GO:0097190 GO:0097194 GO:1901740 GO:1902042 GO:1903055 GO:1903427 GO:1903845 GO:1903944 GO:2000347 GO:2001237
EDF1,no,GO:0001094 GO:0003677 GO:0003713 GO:0003723 GO:0005515 GO:0005516 GO:0006355 GO:0019216 GO:0043388 GO:0045446 GO:0045893
LTB4R2,no,GO:0001632 GO:0004974 GO:0008528 GO:0006935 GO:0006954 GO:0007194 GO:0007218 GO:0051546 GO:0061737
POLI,no,GO:0003684 GO:0003887 GO:0005515 GO:0046872 GO:0006260 GO:0006281 GO:0019985 GO:0042276
SNORA63B,up,
SNORD27,no,
LINC02605,down,
CCDC7,no,
SUPT3H,no,GO:0003713 GO:0046982 GO:0006282 GO:0006355 GO:0006357 GO:0006366 GO:0016573 GO:0035521 GO:0035522 GO:0043484 GO:0043966 GO:0045893
KIAA1107,no,
