gene,regulated,GO_IDS
LRRC41,up,GO:0005515 GO:0042802 GO:0016567
TUBA1B,up,GO:0003725 GO:0003924 GO:0005198 GO:0005200 GO:0005515 GO:0005525 GO:0031625 GO:0000226 GO:0000278 GO:0007017 GO:0030705 GO:0051301 GO:0071353
NFATC4,down,GO:0000978 GO:0000981 GO:0001227 GO:0005515 GO:0008134 GO:0042975 GO:1990837 GO:0000122 GO:0001569 GO:0001816 GO:0006357 GO:0006366 GO:0006954 GO:0007507 GO:0007616 GO:0008630 GO:0030178 GO:0031547 GO:0032091 GO:0032760 GO:0033173 GO:0034644 GO:0035562 GO:0043524 GO:0043525 GO:0045333 GO:0045944 GO:0048813 GO:0050774 GO:0051402 GO:0060074 GO:0060291 GO:0071285 GO:0097084 GO:1902894 GO:2000297 GO:2001235
TRAIP,up,GO:0004842 GO:0005515 GO:0042802 GO:0046872 GO:0061630 GO:0006915 GO:0006974 GO:0007165 GO:0010804 GO:0016567 GO:0031297 GO:0032088 GO:0032688 GO:0106300
FHL1,down,GO:0003674 GO:0005515 GO:0044325 GO:0046872 GO:0003254 GO:0007517 GO:0009887 GO:0010972 GO:0030154 GO:0030308 GO:0043268 GO:1901016 GO:2000134
PCBP2,up,GO:0003697 GO:0003723 GO:0003729 GO:0005515 GO:0019899 GO:0031625 GO:1990829 GO:0010468 GO:0016071 GO:0039694 GO:0043161 GO:0045087 GO:0045944 GO:0050687 GO:0051252 GO:0051607 GO:0075522
NFKB1,up,GO:0000976 GO:0000977 GO:0000978 GO:0000981 GO:0001227 GO:0001228 GO:0003682 GO:0003700 GO:0005515 GO:0042802 GO:0042805 GO:0000122 GO:0006357 GO:0006366 GO:0006915 GO:0006954 GO:0007254 GO:0010629 GO:0010744 GO:0010884 GO:0010956 GO:0010957 GO:0032375 GO:0032695 GO:0035994 GO:0043066 GO:0045893 GO:0045944 GO:0050728 GO:0051248 GO:0060056 GO:0071222 GO:0071260 GO:0071316 GO:0071347 GO:0071354 GO:0071356 GO:0071359 GO:0090263 GO:0098586 GO:1900127 GO:1904385 GO:2000630
ATXN2L,up,GO:0003723 GO:0005515 GO:0045296 GO:0016071 GO:0034063
TPM1,down,GO:0003779 GO:0005200 GO:0005515 GO:0008092 GO:0008307 GO:0042802 GO:0042803 GO:0046982 GO:0051015 GO:0003065 GO:0006936 GO:0006937 GO:0007010 GO:0007015 GO:0008016 GO:0008360 GO:0030049 GO:0030336 GO:0031529 GO:0032781 GO:0034614 GO:0042060 GO:0045214 GO:0045785 GO:0051496 GO:0055010 GO:0060048 GO:1904706 GO:1904753
SLC41A2,down,GO:0005515 GO:0015095 GO:1903830
KLHL5,down,GO:0003674 GO:0003779 GO:0005515 GO:0008150
FN3KRP,up,GO:0005524 GO:0016301 GO:0102193 GO:0016310 GO:0043687
HKDC1,down,GO:0004340 GO:0005524 GO:0005536 GO:0008865 GO:0001678 GO:0006006 GO:0006096 GO:0046835 GO:0051156
NEDD4L,down,GO:0004842 GO:0005515 GO:0015459 GO:0017080 GO:0019870 GO:0019871 GO:0044325 GO:0061630 GO:0000209 GO:0003254 GO:0006511 GO:0016567 GO:0030154 GO:0031647 GO:0034220 GO:0034765 GO:0042391 GO:0043161 GO:0048814 GO:0060306 GO:0070936 GO:0086005 GO:1901016 GO:1901017 GO:1901380 GO:1902305 GO:1902306 GO:1903861 GO:2000009 GO:2000650 GO:2001288
BRIX1,no,GO:0003723 GO:0005515 GO:0019843 GO:0000027 GO:0006364
HLA-DPA1,down,GO:0023026 GO:0032395 GO:0042605 GO:0002250 GO:0002381 GO:0002503 GO:0006955 GO:0019886 GO:0032729 GO:0042102 GO:0050870 GO:0071346
IQGAP2,down,GO:0003779 GO:0005095 GO:0005096 GO:0005516 GO:0005547 GO:0031267 GO:0051015 GO:0071933 GO:0007165 GO:0032956 GO:0034314 GO:0043086 GO:0043087 GO:0070493 GO:2000249
SESN3,down,GO:0005515 GO:0016684 GO:0070728 GO:0016239 GO:0032868 GO:0034198 GO:0038203 GO:0042149 GO:0042593 GO:0046626 GO:0051896 GO:0071233 GO:1901031 GO:1904262 GO:1990253
BCAS4,down,
ILF3,no,GO:0003677 GO:0003723 GO:0003725 GO:0003727 GO:0005515 GO:0035925 GO:0006468 GO:0017148 GO:0045071 GO:0045892 GO:0045893 GO:0051607
NES,down,GO:0003674 GO:0005515 GO:0019215 GO:0031730 GO:0000086 GO:0007417 GO:0007420 GO:0030844 GO:0031076 GO:0032091 GO:0043086 GO:0043524 GO:0048858 GO:0051402 GO:0072089 GO:2000179
RPA1,no,GO:0003684 GO:0003697 GO:0005515 GO:0043047 GO:0046872 GO:0098505 GO:0000723 GO:0000724 GO:0006260 GO:0006261 GO:0006268 GO:0006281 GO:0006284 GO:0006289 GO:0006298 GO:0006310 GO:0006974 GO:0007004 GO:0034502 GO:0051321
TUBGCP3,up,GO:0005198 GO:0005200 GO:0005515 GO:0043015 GO:0051011 GO:0000278 GO:0007020 GO:0007338 GO:0031122 GO:0051225 GO:0051321
METRNL,down,GO:0003674 GO:0005179 GO:0007165 GO:0009409 GO:0014850 GO:0045444 GO:0050728 GO:0050873 GO:0090336 GO:0097009
U2SURP,up,GO:0003723 GO:0005515 GO:0006396
SRD5A3,down,GO:0003865 GO:0016628 GO:0047751 GO:0102389 GO:0006488 GO:0006489 GO:0006702 GO:0016095 GO:0019348 GO:0019408
CDC25B,up,GO:0004721 GO:0004725 GO:0005515 GO:0019901 GO:0000086 GO:0000278 GO:0001556 GO:0006468 GO:0006470 GO:0007144 GO:0008284 GO:0010971 GO:0032467 GO:0045860 GO:0045931 GO:0051301 GO:0110032
UPF3B,up,GO:0003723 GO:0003729 GO:0005515 GO:0000184 GO:0007420 GO:0031175 GO:0045666 GO:0045727 GO:0051028
AMN1,down,
VPS52,up,GO:0005515 GO:0019905 GO:0006605 GO:0006896 GO:0007041 GO:0010668 GO:0032456 GO:0042147 GO:0048611 GO:0090119
LOC101928453,down,
KANSL2,up,GO:0005515 GO:0006325 GO:0043981 GO:0043982 GO:0043984 GO:0045893 GO:0051571 GO:1900095
LOC100288637,up,
TUBB4A,down,GO:0003924 GO:0005200 GO:0005509 GO:0005515 GO:0005525 GO:0000226 GO:0000278 GO:0031115
SSBP2,down,GO:0003697 GO:0006355 GO:0045944
PSPC1,up,GO:0003723 GO:0005515 GO:0002218 GO:0006355 GO:0042752 GO:0045087 GO:0045892 GO:0048511
GLE1,up,GO:0000822 GO:0005515 GO:0005543 GO:0031369 GO:0042802 GO:0006913 GO:0015031 GO:0016973
MIS18BP1,up,GO:0003677 GO:0005515 GO:0007049 GO:0051301
BPHL,down,GO:0047658 GO:0006520 GO:0006805 GO:0009636
PRSS35,down,
LOC105375503,down,
CDCA7,up,GO:0005515 GO:0006355 GO:0006915 GO:0042127
P2RY1,down,GO:0001621 GO:0005515 GO:0005524 GO:0031686 GO:0038023 GO:0043531 GO:0045028 GO:0045031 GO:0046982 GO:0097110 GO:0001934 GO:0001973 GO:0006811 GO:0007166 GO:0007186 GO:0007193 GO:0007200 GO:0007204 GO:0007568 GO:0008347 GO:0008360 GO:0009612 GO:0010469 GO:0010700 GO:0019233 GO:0023019 GO:0030168 GO:0032962 GO:0035589 GO:0042755 GO:0043270 GO:0045944 GO:0046887 GO:0051100 GO:0051649 GO:0060406 GO:0070374 GO:0070848 GO:0071318 GO:0071415 GO:0072659 GO:0090075 GO:0097746 GO:0099509 GO:2000300
ICAM1,no,GO:0001618 GO:0004888 GO:0005178 GO:0005515 GO:0038023 GO:0001910 GO:0002291 GO:0002457 GO:0002693 GO:0007155 GO:0007157 GO:0007159 GO:0022614 GO:0033627 GO:0044406 GO:0046718 GO:0046813 GO:0050900 GO:0061028 GO:0070374 GO:0071333 GO:0072683 GO:1900027 GO:1902042 GO:1904646 GO:1990830 GO:2000352
GPR155,down,GO:0003674 GO:0035556 GO:0050890 GO:0055085
TPD52L2,up,GO:0003723 GO:0005515 GO:0005975
SNTA1,down,GO:0003779 GO:0005198 GO:0005515 GO:0005516 GO:0017080 GO:0030165 GO:0044325 GO:0050998 GO:0051117 GO:0002027 GO:0003117 GO:0006936 GO:0007528 GO:0060307 GO:0086005 GO:1902083 GO:1902305
SMARCD1,up,GO:0003682 GO:0003712 GO:0003713 GO:0005102 GO:0005515 GO:0060090 GO:0006337 GO:0006338 GO:0006351 GO:0006357 GO:0007399 GO:0008284 GO:0030071 GO:0045582 GO:0045596 GO:0045597 GO:0045663 GO:0045815 GO:0045893 GO:0070316 GO:0071398 GO:1902459 GO:2000045 GO:2000781 GO:2000819
FANCD2,up,GO:0005515 GO:0070182 GO:0007129 GO:0007276 GO:0010332 GO:0031573 GO:0034599 GO:0036297 GO:0045589 GO:0048854 GO:0050727 GO:0051090 GO:0097150 GO:1990918 GO:2000348
CEMIP,down,GO:0004415 GO:0005515 GO:0005540 GO:0032050 GO:0046923 GO:0007605 GO:0010800 GO:0030213 GO:0030214 GO:0030335 GO:0051281 GO:0090314 GO:1900020
PRKCH,down,GO:0004672 GO:0004674 GO:0004697 GO:0004698 GO:0004699 GO:0005515 GO:0005524 GO:0019899 GO:0031267 GO:0046872 GO:0106310 GO:0006468 GO:0007165 GO:0010744 GO:0018105 GO:0030154 GO:0034351 GO:0035556 GO:0045618 GO:0050861 GO:0051092 GO:0060252 GO:0070528 GO:1903078 GO:2000810
SGO1,up,GO:0005515 GO:0019900 GO:0000070 GO:0007059 GO:0008608 GO:0010457 GO:0045132 GO:0045143 GO:0051177 GO:0051301 GO:0071962
FMNL1,up,GO:0003674 GO:0005515 GO:0031267 GO:0032794 GO:0051015 GO:0008360 GO:0016477 GO:0030866 GO:0051014
ARVCF,down,GO:0005515 GO:0045296 GO:0006397 GO:0007043 GO:0007155 GO:0008380 GO:0016339 GO:0098609
FAM86B3P,down,
KCNH3,down,GO:0005249 GO:0005515 GO:0006813 GO:0034765 GO:0042391 GO:0071805
CNN3-DT,down,
PFN1,up,GO:0000774 GO:0001784 GO:0003723 GO:0003779 GO:0003785 GO:0005515 GO:0005546 GO:0031267 GO:0045296 GO:0070064 GO:0001843 GO:0006357 GO:0010634 GO:0030036 GO:0030833 GO:0030837 GO:0030838 GO:0032232 GO:0032233 GO:0032781 GO:0050804 GO:0050821 GO:0051497 GO:0060074 GO:0098885 GO:1900029
DTYMK,up,GO:0004550 GO:0004798 GO:0005524 GO:0009041 GO:0006227 GO:0006233 GO:0006235 GO:0016310 GO:0046105 GO:0046940 GO:0071363
CEP55,up,GO:0005515 GO:0042802 GO:0000281 GO:0006997 GO:0007080 GO:0014066 GO:0045184 GO:0061952 GO:1904888
LPCAT2,down,GO:0003841 GO:0005509 GO:0005515 GO:0047144 GO:0047159 GO:0047184 GO:0047192 GO:0050200 GO:0006663 GO:0036151 GO:0061024
SLC1A3,down,GO:0005313 GO:0005314 GO:0005515 GO:0015175 GO:0015501 GO:0016595 GO:0046872 GO:0001504 GO:0006811 GO:0006836 GO:0006883 GO:0007268 GO:0007605 GO:0009410 GO:0009416 GO:0009449 GO:0009611 GO:0015804 GO:0015813 GO:0021545 GO:0031223 GO:0046677 GO:0048667 GO:0050806 GO:0050885 GO:0051938 GO:0070633 GO:0070779 GO:0071314 GO:0071805 GO:0098712 GO:0140009 GO:0150104 GO:1902476
ALOXE3,down,GO:0005506 GO:0005515 GO:0016702 GO:0050486 GO:0051120 GO:0106255 GO:0106256 GO:0006665 GO:0019233 GO:0019369 GO:0019372 GO:0035357 GO:0043651 GO:0045444 GO:0046513 GO:0051122 GO:0061436
TMEM165,no,GO:0005384 GO:0015085 GO:0046873 GO:0006487 GO:0006874 GO:0032468 GO:0032472 GO:0035751 GO:0070588 GO:0071421
YWHAE,no,GO:0003723 GO:0005246 GO:0005515 GO:0015459 GO:0019899 GO:0019903 GO:0019904 GO:0023026 GO:0031625 GO:0042802 GO:0042826 GO:0044325 GO:0045296 GO:0046982 GO:0050815 GO:0051219 GO:0097110 GO:0000165 GO:0001764 GO:0003064 GO:0006605 GO:0007165 GO:0007346 GO:0021762 GO:0021766 GO:0021987 GO:0034504 GO:0034605 GO:0035556 GO:0046827 GO:0051480 GO:0060306 GO:0086013 GO:0086091 GO:1901016 GO:1901020 GO:1902309 GO:1905913
GDPD1,down,GO:0004622 GO:0008081 GO:0046872 GO:0046475 GO:0070291
EPHX4,up,
KIF18A,up,GO:0003777 GO:0003779 GO:0005515 GO:0005524 GO:0008017 GO:0008574 GO:0016887 GO:0051010 GO:0070463 GO:0000070 GO:0007018 GO:0007019 GO:0007080 GO:0007140 GO:0015031 GO:0070507 GO:0071392 GO:0072520
EWSR1,no,GO:0003712 GO:0003723 GO:0005515 GO:0005516 GO:0042802 GO:0046872 GO:0006351 GO:0006355
ACBD4,down,GO:0000062 GO:0006631
CDC25C,up,GO:0004721 GO:0004725 GO:0005515 GO:0019901 GO:0050699 GO:0000079 GO:0000086 GO:0006470 GO:0007088 GO:0007283 GO:0008283 GO:0010971 GO:0051301 GO:0110032
FCHO1,down,GO:0005515 GO:0035612 GO:0048268 GO:0050852 GO:0050870 GO:0072583
WASHC2C,up,GO:0005515 GO:0005546 GO:0005547 GO:0010314 GO:0032266 GO:0043325 GO:0070273 GO:0080025 GO:1901981 GO:1905394 GO:0015031 GO:0016197 GO:0032456 GO:0034315 GO:0036010 GO:0042147 GO:1900024 GO:2000813
TGFB1I1,up,GO:0003712 GO:0003713 GO:0005515 GO:0046872 GO:0048495 GO:0050681 GO:0070411 GO:0006351 GO:0007155 GO:0008285 GO:0010718 GO:0016055 GO:0016331 GO:0030511 GO:0030512 GO:0030579 GO:0030855 GO:0045165 GO:0045444 GO:0045599 GO:0045893
TESC,down,GO:0000287 GO:0004860 GO:0005509 GO:0005515 GO:0019212 GO:0042803 GO:0008285 GO:0010628 GO:0015031 GO:0030154 GO:0030854 GO:0032417 GO:0033628 GO:0043086 GO:0045654 GO:0045893 GO:0050821 GO:0051604 GO:0071300 GO:0072659
BIRC3,down,GO:0004842 GO:0005515 GO:0016740 GO:0043027 GO:0044877 GO:0046872 GO:0061630 GO:0006915 GO:0007166 GO:0007249 GO:0007283 GO:0016567 GO:0031398 GO:0033209 GO:0034121 GO:0038061 GO:0039535 GO:0042981 GO:0043066 GO:0043123 GO:0043154 GO:0045088 GO:0050727 GO:0051726 GO:0060544 GO:0060546 GO:0070424 GO:2000116
TXNDC15,up,GO:0005515 GO:0045880 GO:0060271
CARD8,up,GO:0005515 GO:0008233 GO:0008656 GO:0032089 GO:0038187 GO:0042803 GO:0050700 GO:0140608 GO:0006919 GO:0006954 GO:0010804 GO:0012501 GO:0031665 GO:0032088 GO:0032691 GO:0032731 GO:0042981 GO:0043122 GO:0043124 GO:0043280 GO:0051607 GO:0097264 GO:0097340 GO:0140374 GO:1900226
FCGBP,down,
TAP2,no,GO:0005515 GO:0005524 GO:0015433 GO:0015440 GO:0023029 GO:0042288 GO:0042605 GO:0042626 GO:0046872 GO:0046978 GO:0046980 GO:1904680 GO:0001913 GO:0001916 GO:0002237 GO:0002481 GO:0002485 GO:0002489 GO:0015031 GO:0015833 GO:0019885 GO:0046967 GO:0046968 GO:0055085
HAT1,up,GO:0004402 GO:0005515 GO:0010485 GO:0042393 GO:0043997 GO:0006334 GO:0006475 GO:0031509 GO:0043967 GO:0051276
EMC3-AS1,up,
RFC2,up,GO:0003677 GO:0003689 GO:0005515 GO:0005524 GO:0016887 GO:0017116 GO:0019899 GO:0006261 GO:0006281 GO:0032508 GO:1900264
PDE5A,down,GO:0004114 GO:0005515 GO:0030553 GO:0046872 GO:0047555 GO:0007165 GO:0010613 GO:0010749 GO:0042098 GO:0042130 GO:0043406 GO:0046069 GO:0048599 GO:0055118 GO:0055119 GO:0060282
FBXO27,up,GO:0005515 GO:0061630 GO:0006516 GO:0016567 GO:0030433 GO:0031146
PLCG2,down,GO:0001784 GO:0004435 GO:0004629 GO:0005515 GO:0019901 GO:0097110 GO:0140031 GO:1990782 GO:0001775 GO:0001878 GO:0002092 GO:0002223 GO:0002224 GO:0002281 GO:0002316 GO:0002732 GO:0006661 GO:0009395 GO:0010628 GO:0010634 GO:0012501 GO:0016055 GO:0019216 GO:0019722 GO:0030168 GO:0030183 GO:0031663 GO:0032237 GO:0032481 GO:0032733 GO:0032735 GO:0032743 GO:0032747 GO:0032755 GO:0032760 GO:0032959 GO:0035556 GO:0038095 GO:0043069 GO:0043122 GO:0043410 GO:0048678 GO:0050731 GO:0050850 GO:0050852 GO:0050853 GO:0051091 GO:0051092 GO:0051209 GO:0060100 GO:0060907 GO:0061760 GO:0070884 GO:0071277 GO:0071396 GO:0150078 GO:1900227 GO:1902808 GO:1903428 GO:1903721 GO:1990858
SRM,up,GO:0004766 GO:0005515 GO:0042802 GO:0042803 GO:0006595 GO:0006596 GO:0008295 GO:1990830
TOP2A,up,GO:0000287 GO:0003677 GO:0003682 GO:0003723 GO:0003918 GO:0005080 GO:0005515 GO:0005524 GO:0008022 GO:0008094 GO:0008301 GO:0019899 GO:0042803 GO:0042826 GO:0043130 GO:0046982 GO:0000712 GO:0000819 GO:0002244 GO:0006265 GO:0006266 GO:0006974 GO:0007059 GO:0007143 GO:0030263 GO:0040016 GO:0042752 GO:0043065 GO:0045870 GO:0045944 GO:0048511 GO:1905463
KDM7A-DT,down,
MOB1A,up,GO:0005515 GO:0030295 GO:0046872 GO:0001934 GO:0007165 GO:0032147 GO:0035329
ANAPC7,up,GO:0019903 GO:0140767 GO:0007091 GO:0007346 GO:0007420 GO:0016567 GO:0031145 GO:0045842 GO:0051301 GO:0051445 GO:0070979
CYP2J2,down,GO:0004497 GO:0005506 GO:0008392 GO:0008395 GO:0008404 GO:0008405 GO:0016712 GO:0016853 GO:0020037 GO:0071614 GO:0106255 GO:0106301 GO:0006082 GO:0006631 GO:0006690 GO:0006805 GO:0008016 GO:0019373 GO:0043651
COMMD7,up,GO:0005515 GO:0051059 GO:0032088 GO:0033209 GO:0045892
DIAPH3,up,GO:0003779 GO:0031267 GO:0045296 GO:0007010 GO:0030036 GO:0030041
CHST9,down,GO:0001537 GO:0008146 GO:0047756 GO:0006790 GO:0016051 GO:0030166 GO:0030203 GO:0030206 GO:0042446
HMGA1,up,GO:0000978 GO:0000987 GO:0001221 GO:0003677 GO:0003680 GO:0003682 GO:0003712 GO:0003713 GO:0003723 GO:0005515 GO:0008301 GO:0019899 GO:0030374 GO:0030527 GO:0042974 GO:0042975 GO:0046965 GO:0060090 GO:0140677 GO:0006268 GO:0006337 GO:0006351 GO:0006355 GO:0008285 GO:0045892 GO:0045893 GO:0045944 GO:0090402
BRD1,up,GO:0005515 GO:0036408 GO:0042393 GO:0043995 GO:0043996 GO:0043997 GO:0046872 GO:0140566 GO:0006325 GO:0006355 GO:0006357 GO:0035902 GO:0043249 GO:0043966 GO:0045648 GO:0050793 GO:0051602 GO:1903706
VAV1,down,GO:0001784 GO:0005085 GO:0005515 GO:0046872 GO:0140031 GO:0006955 GO:0007186 GO:0007229 GO:0007264 GO:0008361 GO:0016477 GO:0030168 GO:0030217 GO:0030593 GO:0031295 GO:0038095 GO:0038096 GO:0043087 GO:0043547 GO:0045954 GO:0048010 GO:0051056 GO:0071466 GO:0072593
LINC01943,down,
ZNF287,down,GO:0000978 GO:0000981 GO:0046872 GO:0001817 GO:0006357 GO:0045893
MAML3,down,GO:0003713 GO:0005515 GO:0007219 GO:0007221 GO:0045944
PPP4R4,down,GO:0005515 GO:0019888 GO:0001835 GO:0032515 GO:0080163
UPF1,no,GO:0003682 GO:0003723 GO:0003724 GO:0004386 GO:0005515 GO:0005524 GO:0008270 GO:0016887 GO:0036121 GO:0042162 GO:0044877 GO:0000184 GO:0000294 GO:0000956 GO:0006260 GO:0006281 GO:0006406 GO:0006449 GO:0032201 GO:0032204 GO:0032508 GO:0044770 GO:0061014 GO:0061158 GO:0071044 GO:0071222 GO:0071347
SEMA4G,down,GO:0005515 GO:0030215 GO:0045499 GO:0001755 GO:0007411 GO:0030335 GO:0048843 GO:0050919 GO:0071526
CHAF1B,up,GO:0003682 GO:0005515 GO:0042393 GO:0051082 GO:0006260 GO:0006281 GO:0006334 GO:0006335 GO:0007049
RUSC1,up,GO:0003779 GO:0005515 GO:0000209
ARHGAP23,no,GO:0005096 GO:0007165 GO:0050790 GO:0051056
TCHP,up,GO:0005515 GO:0006915 GO:0030030 GO:0030308 GO:1902018
BBS10,down,GO:0005515 GO:0005524 GO:0061629 GO:0007601 GO:0043254 GO:0045494 GO:0050896 GO:0051131 GO:1905515
RNASEH2A,up,GO:0003723 GO:0004523 GO:0004540 GO:0046872 GO:0006260 GO:0006298 GO:0006401 GO:0043137 GO:0090502
TMPO-AS1,up,
KAT7,up,GO:0003688 GO:0003712 GO:0004402 GO:0005515 GO:0008270 GO:0010485 GO:0036408 GO:0042393 GO:0043994 GO:0043995 GO:0043996 GO:0043997 GO:0044016 GO:0046972 GO:0001558 GO:0001779 GO:0006260 GO:0006275 GO:0006281 GO:0006351 GO:0006355 GO:0016570 GO:0018393 GO:0030174 GO:0030217 GO:0031098 GO:0032786 GO:0043981 GO:0043982 GO:0043983 GO:0045648 GO:0045740 GO:0045815 GO:0045892 GO:0045944 GO:0051726 GO:0072708 GO:0072710 GO:0072716 GO:0072720 GO:0072739 GO:0140889 GO:1900182 GO:1902035 GO:2000278 GO:2000819
NUMA1,no,GO:0005198 GO:0005515 GO:0008017 GO:0008022 GO:0015631 GO:0019904 GO:0035091 GO:0044877 GO:0051010 GO:0051011 GO:0070840 GO:0097718 GO:0000132 GO:0001578 GO:0006997 GO:0007059 GO:0030513 GO:0030953 GO:0031116 GO:0032388 GO:0045618 GO:0051301 GO:0051321 GO:0051798 GO:0051984 GO:0055048 GO:0060236 GO:0090235 GO:1902365 GO:1902846 GO:1904778 GO:1905820 GO:1905832
ERC2,down,GO:0005515 GO:0098882 GO:0007274 GO:0016082 GO:0048167 GO:0048790 GO:0099509 GO:0150037
PPP1R8,no,GO:0003677 GO:0003723 GO:0003729 GO:0004519 GO:0004865 GO:0005515 GO:0008995 GO:0140678 GO:0006397 GO:0006401 GO:0008283 GO:0008380 GO:0035308 GO:0043086 GO:0090501
HMMR,up,GO:0005515 GO:0005540 GO:0038024 GO:0006898 GO:0030214
SRSF7,up,GO:0003723 GO:0005515 GO:0008270 GO:0019904 GO:0000398 GO:0006397 GO:0008380 GO:0048025 GO:0051028 GO:1990830
SLC17A9,up,GO:0001409 GO:0005347 GO:0005515 GO:0015217 GO:0006887 GO:0015866 GO:0015867 GO:1903790 GO:1904669
HNRNPD,up,GO:0003680 GO:0003682 GO:0003723 GO:0005515 GO:0035925 GO:0042162 GO:0042826 GO:0001889 GO:0006355 GO:0006396 GO:0006401 GO:0010468 GO:0021549 GO:0032204 GO:0042752 GO:0045727 GO:0045893 GO:0051592 GO:0051602 GO:0061158 GO:0070934 GO:0071230 GO:0071392 GO:0071732 GO:0097167 GO:1900152 GO:1901355 GO:1904355 GO:1904383 GO:1904586 GO:1905663 GO:1990828 GO:2000767
KLHL21,up,GO:0004842 GO:0005515 GO:0097602 GO:0007049 GO:0016567 GO:0032465 GO:0035853 GO:0051301
NMI,up,GO:0003712 GO:0005515 GO:0042802 GO:0002281 GO:0006366 GO:0007259 GO:0008285 GO:0009615 GO:0032687 GO:0032688 GO:0034142 GO:0045089 GO:0045824 GO:0050729 GO:0060333 GO:0070936 GO:1901223 GO:1901224 GO:1902524
NCAPD3,up,GO:0005515 GO:0035064 GO:0042393 GO:0007076 GO:0010032 GO:0051301 GO:0051984 GO:1905820 GO:1905821
LOC107987110,down,
PIGM,down,GO:0000030 GO:0004376 GO:0051751 GO:0006506 GO:0097502
MGAT4A,down,GO:0008375 GO:0008453 GO:0008454 GO:0042803 GO:0046872 GO:0006486 GO:0006487 GO:0006491 GO:0019082 GO:0046487
RGL3,down,GO:0005085 GO:0005515 GO:0007265 GO:0043547
ABTB2,down,GO:0003674 GO:0046982 GO:0097237
DENND2A,up,GO:0005085 GO:0015031 GO:0042147 GO:0050790
SERPINA5,down,GO:0001972 GO:0002020 GO:0004867 GO:0005515 GO:0005539 GO:0008201 GO:0031210 GO:0032190 GO:0006869 GO:0007283 GO:0007342 GO:0010951 GO:0051346
CBFB,up,GO:0003713 GO:0005515 GO:0043565 GO:0000122 GO:0000209 GO:0001649 GO:0006357 GO:0006366 GO:0030098 GO:0030099 GO:0043371 GO:0043378 GO:0045944 GO:0048469 GO:0060216
USP13,up,GO:0004197 GO:0004843 GO:0005515 GO:0008270 GO:0031625 GO:0043130 GO:0044389 GO:0051087 GO:0070628 GO:1904288 GO:1990380 GO:0006355 GO:0006511 GO:0006914 GO:0008283 GO:0010506 GO:0016579 GO:0030318 GO:0035523 GO:0044313 GO:0050821 GO:0070536 GO:0071108 GO:1904294 GO:1904378
TLK2,up,GO:0004674 GO:0005515 GO:0005524 GO:0042802 GO:0106310 GO:0006325 GO:0006468 GO:0006974 GO:0007049 GO:0007059 GO:0010507 GO:0018105 GO:0032435 GO:0035556 GO:0051179 GO:0071480 GO:1902275
GRHL1,down,GO:0000976 GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:0031490 GO:0042803 GO:0043565 GO:1990837 GO:0002934 GO:0006357 GO:0008544 GO:0045616 GO:0045944 GO:0061436
SLC1A1,down,GO:0005253 GO:0005313 GO:0005314 GO:0005515 GO:0015108 GO:0015175 GO:0015183 GO:0015501 GO:0016595 GO:0033229 GO:0042802 GO:0046872 GO:0140010 GO:0001662 GO:0001975 GO:0006750 GO:0006801 GO:0006811 GO:0006836 GO:0006882 GO:0006919 GO:0007212 GO:0007215 GO:0007268 GO:0007420 GO:0007613 GO:0007625 GO:0007626 GO:0009410 GO:0010460 GO:0010467 GO:0010842 GO:0015813 GO:0018105 GO:0019221 GO:0022008 GO:0030534 GO:0032148 GO:0035633 GO:0036293 GO:0036475 GO:0042417 GO:0042883 GO:0043278 GO:0043524 GO:0048514 GO:0048678 GO:0050808 GO:0051938 GO:0060013 GO:0060047 GO:0060291 GO:0061744 GO:0070633 GO:0070777 GO:0070778 GO:0070779 GO:0071242 GO:0071288 GO:0071314 GO:0071407 GO:0071577 GO:0072347 GO:0090313 GO:0090461 GO:0097049 GO:0098712 GO:0098877 GO:0099170 GO:0140009 GO:0150104 GO:1902476 GO:1903712 GO:1903926 GO:1990708
AMDHD1,down,GO:0003674 GO:0016812 GO:0046872 GO:0050480 GO:0006548 GO:0019556 GO:0019557
DPP9-AS1,up,
PTPRR,down,GO:0004725 GO:0005001 GO:0005515 GO:0019901 GO:0001701 GO:0006470 GO:0007165 GO:0010633 GO:0035335 GO:0038128 GO:0070373 GO:1903385
DISP2,down,GO:0003674 GO:0022857 GO:0007224 GO:0055085
TTYH2,down,GO:0005229 GO:0005515 GO:0072320 GO:1902476
IKBIP,no,GO:0005515 GO:0010165
SLC1A5,up,GO:0001618 GO:0005515 GO:0015171 GO:0015175 GO:0015183 GO:0015186 GO:0015194 GO:0015293 GO:0038023 GO:0046872 GO:0006865 GO:0006868 GO:0010585 GO:0015804 GO:0015825 GO:0046718 GO:0070207 GO:0140009 GO:0150104 GO:1903803
LINC01303,down,
LRP3,down,
MCMBP,no,GO:0003682 GO:0005515 GO:0006261 GO:0007062 GO:0051301
SOAT1,no,GO:0000062 GO:0004772 GO:0005515 GO:0008374 GO:0015485 GO:0034736 GO:0008203 GO:0010742 GO:0010878 GO:0033344 GO:0034379 GO:0034383 GO:0042632 GO:0042986
LINC02915,down,
FAM216A,up,
NFATC2IP,up,
