gene,regulated,GO_IDS
MAD2L2,no,GO:0005515 GO:0008432 GO:0061629 GO:0000122 GO:0001558 GO:0002208 GO:0006302 GO:0007015 GO:0007094 GO:0010719 GO:0010944 GO:0033138 GO:0042177 GO:0042276 GO:0042772 GO:0043247 GO:0043433 GO:0045830 GO:0045893 GO:0051301 GO:0090090 GO:1904667 GO:2000042 GO:2000048 GO:2000678 GO:2001034
SCD,no,GO:0004768 GO:0005506 GO:0005515 GO:0016491 GO:0032896 GO:0006636 GO:0070542 GO:0120162 GO:1903966
HEATR6,no,
KIFAP3,no,GO:0005515 GO:0019894 GO:0019903 GO:0120170 GO:0007017 GO:0007018 GO:0007165 GO:0007405 GO:0007406 GO:0008104 GO:0010659 GO:0010667 GO:0044782 GO:0046587 GO:0065003 GO:0070242 GO:0070244 GO:0072383
CASP10,no,GO:0004197 GO:0005515 GO:0031625 GO:0035877 GO:0097153 GO:0097199 GO:0097200 GO:0006508 GO:0006915 GO:0006919 GO:0042981 GO:0043123 GO:0097190 GO:0097194
TRIM14,no,GO:0003713 GO:0005515 GO:0008270 GO:0019901 GO:0042803 GO:0061630 GO:0000209 GO:0010468 GO:0010508 GO:0016567 GO:0032880 GO:0032897 GO:0043123 GO:0045087 GO:0045893 GO:0046596 GO:0051091 GO:0051092
MFSD5,no,GO:0005515 GO:0015098 GO:0015689
TSFM,no,GO:0003723 GO:0003746 GO:0005515 GO:0006414 GO:0032784 GO:0070125 GO:0070129
ZFP36L1,no,GO:0003677 GO:0003723 GO:0003729 GO:0005515 GO:0035925 GO:0046872 GO:0071889 GO:0000165 GO:0000288 GO:0001570 GO:0003342 GO:0006397 GO:0006915 GO:0007507 GO:0008283 GO:0009611 GO:0010468 GO:0010837 GO:0014065 GO:0021915 GO:0031086 GO:0031440 GO:0032869 GO:0033077 GO:0035264 GO:0038066 GO:0043488 GO:0043491 GO:0044344 GO:0045577 GO:0045600 GO:0045616 GO:0045647 GO:0045657 GO:0045661 GO:0048382 GO:0051028 GO:0060710 GO:0061158 GO:0070371 GO:0071320 GO:0071356 GO:0071364 GO:0071375 GO:0071385 GO:0071456 GO:0071472 GO:0071560 GO:0072091 GO:0097403 GO:1900153 GO:1901991 GO:1902172 GO:1904582
MORC3,no,GO:0003723 GO:0005515 GO:0008270 GO:0016887 GO:0035064 GO:0006468 GO:0009791 GO:0018105 GO:0045087 GO:0048147 GO:0050821 GO:0051457 GO:2000774
ZNF674-AS1,no,
SHMT1,no,GO:0000900 GO:0004372 GO:0005515 GO:0008270 GO:0030170 GO:0036094 GO:0042802 GO:0042803 GO:0048027 GO:0070905 GO:0006231 GO:0006544 GO:0006563 GO:0006565 GO:0006730 GO:0009113 GO:0017148 GO:0019264 GO:0035999 GO:0046653 GO:0046655 GO:0051289 GO:1904482 GO:1990830
ZNF286A,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
RASAL2-AS1,no,
ARF1,no,GO:0000287 GO:0003723 GO:0003924 GO:0005515 GO:0005525 GO:0019904 GO:0002090 GO:0006878 GO:0006886 GO:0016192 GO:0034315 GO:0060292 GO:0097061 GO:0098586 GO:1990386
LOC107984449,no,
PCDHGC3,no,GO:0005509 GO:0007155 GO:0007156 GO:0007399 GO:0016339 GO:0043524 GO:0050808
ELOF1,no,GO:0000993 GO:0005515 GO:0046872 GO:0006368
MYLIP,no,GO:0004842 GO:0005515 GO:0008092 GO:0046872 GO:0061630 GO:0006511 GO:0007399 GO:0010977 GO:0010989 GO:0016567 GO:0031648 GO:0032803 GO:0042632 GO:0045732
AKAP5,no,GO:0005515 GO:0005516 GO:0008179 GO:0017124 GO:0030346 GO:0031698 GO:0034237 GO:0035254 GO:0050811 GO:0051018 GO:0060090 GO:0097110 GO:0007165 GO:0007193 GO:0007194 GO:0007268 GO:0010738 GO:0045762 GO:0070886 GO:1900273 GO:1901387 GO:1903078 GO:1905665 GO:1905751
LOC107985567,no,
LMLN,no,GO:0004222 GO:0008233 GO:0046872 GO:0006508 GO:0007049 GO:0007155 GO:0051301
ZNF607,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
AARD,no,
BRCC3,no,GO:0004843 GO:0005515 GO:0008237 GO:0030234 GO:0031593 GO:0046872 GO:0061578 GO:0140492 GO:0006282 GO:0006302 GO:0006325 GO:0007095 GO:0010165 GO:0010212 GO:0016579 GO:0035518 GO:0044818 GO:0045739 GO:0050790 GO:0051301 GO:0051865 GO:0070536 GO:0070537 GO:0071479 GO:2000001
LINC01123,no,
PIK3R4,no,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0006468 GO:0006622 GO:0006623 GO:0010506 GO:0016236 GO:0016241 GO:0030242 GO:0032465 GO:0032801 GO:0036092 GO:0042149 GO:0043552 GO:0045022 GO:0045324 GO:0097352
OTULINL,no,GO:0005515 GO:0019783 GO:0043130 GO:0016579
COX19,no,GO:0005515 GO:0006878 GO:0033617
FBXL13,no,
MSRA,no,GO:0005515 GO:0008113 GO:0036456 GO:0006555 GO:0006979 GO:0030091 GO:0034599 GO:0036211
KDM4D,no,GO:0003684 GO:0005515 GO:0031490 GO:0032452 GO:0032454 GO:0046872 GO:0140684 GO:0000724 GO:0001932 GO:0006338 GO:0033169 GO:0035563 GO:0071479 GO:1900113 GO:2001034
GUCY1A2,no,GO:0004383 GO:0005515 GO:0005525 GO:0020037 GO:0006182 GO:0007165 GO:0007263 GO:0010750 GO:0019934 GO:0070482
PLEKHA8P1,no,GO:1902387 GO:1902388 GO:0035621 GO:0035627 GO:0120009 GO:1902389
TSPAN31,no,GO:0005515 GO:0008284
KCTD10,no,GO:0004842 GO:0005112 GO:0005515 GO:0042802 GO:0006511 GO:0016567 GO:0035024 GO:0043161 GO:0051260
EP400,no,GO:0003677 GO:0003682 GO:0004386 GO:0005515 GO:0005524 GO:0016787 GO:0140658 GO:1990405 GO:0006281 GO:0006338 GO:0016573 GO:0042981 GO:0043967 GO:0043968 GO:0045893 GO:0051726 GO:1905168 GO:2000779
NRL,no,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0005515 GO:0043522 GO:1990837 GO:1990841 GO:0006357 GO:0007601 GO:0010628 GO:0045944 GO:0046548 GO:0050896
LOC112268123,no,
CHD2,no,GO:0000978 GO:0003677 GO:0003682 GO:0003723 GO:0004386 GO:0005515 GO:0005524 GO:0016887 GO:0042393 GO:0140658 GO:0006338 GO:0006357 GO:0006974 GO:0007517 GO:0010467 GO:0034728 GO:0060218
CRISPLD2,no,GO:0005539 GO:0008201 GO:0030198 GO:0030324 GO:0060325
DSG2-AS1,no,
LMNB2,no,GO:0003674 GO:0005200 GO:0005515 GO:0042802 GO:0006998 GO:0007010 GO:0007097 GO:0008150 GO:0031507 GO:0051664 GO:0090435
DPY19L3-DT,no,
ISOC2,no,GO:0005515 GO:0031648
LOC101927098,no,
SUV39H1,no,GO:0000976 GO:0003682 GO:0005515 GO:0008270 GO:0008757 GO:0018024 GO:0042054 GO:0046974 GO:0047485 GO:0000122 GO:0000183 GO:0006325 GO:0006364 GO:0006974 GO:0007049 GO:0030154 GO:0031062 GO:0031065 GO:0034968 GO:0042149 GO:0042754 GO:0045786 GO:0045892 GO:0046015 GO:0048511 GO:0071456 GO:0097009
GOT2,no,GO:0003723 GO:0004069 GO:0016212 GO:0030170 GO:0006103 GO:0006107 GO:0006531 GO:0006532 GO:0006533 GO:0006536 GO:0015908 GO:0019470 GO:0019550 GO:0019551 GO:0045471 GO:0097052
GPR39,no,GO:0004930 GO:0005515 GO:0046872 GO:0007186
ZNG1B,no,
MKRN2,no,GO:0003723 GO:0005515 GO:0030274 GO:0046872 GO:0061630 GO:0000209 GO:0002862 GO:0006351 GO:0007283 GO:0016567 GO:0030154 GO:0043491 GO:0045944 GO:1901223 GO:1901485
LOC107986718,no,
KYAT1,no,GO:0005515 GO:0016212 GO:0030170 GO:0042803 GO:0047316 GO:0047804 GO:0006575 GO:0009058 GO:0009617 GO:0070189 GO:0097053
METTL25,no,GO:0008168 GO:0032259
CCDC103,no,GO:0005515 GO:0042803 GO:0001947 GO:0003341 GO:0003351 GO:0007368 GO:0036158 GO:0036159 GO:0060287 GO:0070286 GO:0071907
ZFC3H1,no,GO:0005515 GO:0046872 GO:0006396
RANBP17,no,GO:0005049 GO:0005525 GO:0031267 GO:0006606 GO:0006611 GO:0051028
CCDC115,no,GO:0005515 GO:0051082 GO:0006879 GO:0007042 GO:0036295 GO:0070072 GO:1905146
OSBPL11,no,GO:0005515 GO:0015248 GO:0032934 GO:0010890 GO:0015918 GO:0045444
LMBRD1,no,GO:0005158 GO:0005515 GO:0031419 GO:0032050 GO:0035612 GO:0140318 GO:0007369 GO:0038016 GO:0061462 GO:0072583 GO:0072665
C8orf76,no,
LOC105376033,no,
MRTFB,no,GO:0003713 GO:0005515 GO:0045296 GO:0007517 GO:0045844 GO:0045944 GO:0051145 GO:1902895
ZSCAN30,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
FBXO7,no,GO:0004842 GO:0005515 GO:0019901 GO:0031625 GO:0043130 GO:0046982 GO:1990756 GO:0000422 GO:0006511 GO:0006626 GO:0010975 GO:0016567 GO:0030098 GO:0031647 GO:0040012 GO:0045620 GO:0045736 GO:1903204 GO:1903599 GO:2000134
CAVIN3,no,GO:0005080 GO:0005515 GO:0030866 GO:0032922 GO:0051898 GO:0070374 GO:1901003
IKZF2,no,GO:0000978 GO:0003674 GO:0003700 GO:0005515 GO:0046872 GO:0006357 GO:0008150
UMAD1,no,
TRMT13,no,GO:0008175 GO:0046872 GO:0106050 GO:0030488
ANKAR,no,
LOC112268048,no,
RN7SK,no,
ATP6V0E2-AS1,no,
MPZL3,no,GO:0005515 GO:0007155 GO:0030198 GO:0042633
PLCH1,no,GO:0004435 GO:0005509 GO:0050429 GO:0016042 GO:0048015
SND1,no,GO:0003712 GO:0003723 GO:0004518 GO:0004519 GO:0004521 GO:0005515 GO:0045296 GO:1905172 GO:0001649 GO:0006351 GO:0006402 GO:0010564 GO:0010587 GO:0031047 GO:0090502
FICD,no,GO:0005515 GO:0005524 GO:0030544 GO:0042802 GO:0042803 GO:0044603 GO:0051087 GO:0070733 GO:0006986 GO:0018117 GO:0034260 GO:0034976 GO:0044602 GO:1903894
TRUB2,no,GO:0003723 GO:0009982 GO:0006397 GO:0008033 GO:0070131 GO:1990481
MTUS2,no,
CYFIP1,no,GO:0000340 GO:0005515 GO:0031267 GO:0045182 GO:0051015 GO:0000902 GO:0006417 GO:0007411 GO:0008360 GO:0010592 GO:0016601 GO:0030031 GO:0030032 GO:0030833 GO:0031529 GO:0031641 GO:0032869 GO:0045773 GO:0048675 GO:0050890 GO:0051388 GO:0051602 GO:0097484 GO:0099563 GO:0099578 GO:1900006 GO:1900029 GO:1903422 GO:1905274 GO:2000601
PLA2G4C,no,GO:0004622 GO:0004623 GO:0005509 GO:0005515 GO:0005543 GO:0005544 GO:0008374 GO:0008970 GO:0047498 GO:0047499 GO:0102545 GO:0006644 GO:0006663 GO:0006954 GO:0007567 GO:0019369 GO:0035556 GO:0036151 GO:0036152 GO:0046475 GO:0140042
RAB33B,no,GO:0003924 GO:0005515 GO:0005525 GO:0000045 GO:0001558 GO:0006891 GO:0015031 GO:0017157 GO:0032482 GO:0034067 GO:0048705 GO:0050678 GO:1903358 GO:1903434 GO:2000156
LOC105370337,no,
CHD1L,no,GO:0000166 GO:0003678 GO:0005515 GO:0005524 GO:0016887 GO:0031491 GO:0140566 GO:0140658 GO:0160004 GO:0006281 GO:0006338 GO:0006974 GO:0032508
HINT2,no,GO:0000166 GO:0016787 GO:0043530 GO:0006694 GO:0006915 GO:0016042 GO:2000757
ZC3H12B,no,GO:0003729 GO:0004521 GO:0046872 GO:0090502
ENO1,no,GO:0000287 GO:0000977 GO:0001222 GO:0001227 GO:0003714 GO:0003723 GO:0004634 GO:0005515 GO:0042803 GO:0045296 GO:0051020 GO:0000122 GO:0006096 GO:0009615 GO:0010756 GO:0030308 GO:0045892 GO:0045933 GO:0061621 GO:1903298 GO:2001171
SELENON,no,GO:0005509 GO:0005515 GO:0016491 GO:0003016 GO:0007005 GO:0014816 GO:0014834 GO:0014858 GO:0014873 GO:0033555 GO:0034599 GO:0048286 GO:0048741 GO:0055074 GO:0060314 GO:0071313 GO:1902884
AGO3,no,GO:0003723 GO:0003725 GO:0003727 GO:0004521 GO:0005515 GO:0035198 GO:0046872 GO:0090624 GO:0006402 GO:0010501 GO:0010628 GO:0031054 GO:0035196 GO:0035278 GO:0035279 GO:0070922 GO:0072091 GO:0090502 GO:0090625 GO:1901224
USP33,no,GO:0001664 GO:0004197 GO:0004843 GO:0005515 GO:0008270 GO:0031267 GO:0043130 GO:0006511 GO:0006897 GO:0007411 GO:0008277 GO:0009267 GO:0010506 GO:0016477 GO:0016579 GO:0032091 GO:0032092 GO:0050821 GO:0051298 GO:0070536 GO:0071108
CNN3-DT,no,
CEPT1,no,GO:0004142 GO:0004307 GO:0005515 GO:0046872 GO:0047359 GO:0006629 GO:0006646 GO:0006657
TMEM18-DT,no,
MARS2,no,GO:0004825 GO:0005524 GO:0006418 GO:0006431
HP09053,no,
MAML3,no,GO:0003713 GO:0005515 GO:0007219 GO:0007221 GO:0045944
ARSB,no,GO:0003943 GO:0004065 GO:0046872 GO:0006914 GO:0007040 GO:0007041 GO:0007417 GO:0007584 GO:0009268 GO:0010632 GO:0010976 GO:0043627 GO:0051597 GO:0061580
RBAK-RBAKDN,no,
TYW1B,no,GO:0005515 GO:0010181 GO:0046872 GO:0051539 GO:0102521 GO:0031591
TPI1,no,GO:0004807 GO:0005515 GO:0008929 GO:0031625 GO:0042803 GO:0006094 GO:0006096 GO:0019242 GO:0019563 GO:0046166 GO:0061621
CDADC1,no,GO:0004126 GO:0008270 GO:0042803 GO:0061676 GO:0009972 GO:0070383
PRSS22,no,GO:0004252 GO:0016504 GO:0006508 GO:0010952
MIR762HG,no,
C16orf95,no,
AOC3,no,GO:0005507 GO:0005509 GO:0005515 GO:0008131 GO:0042802 GO:0046982 GO:0048038 GO:0052593 GO:0006954 GO:0007155 GO:0009308 GO:0046677 GO:1902283
TRIM37,no,GO:0003682 GO:0003713 GO:0004842 GO:0005164 GO:0005515 GO:0008270 GO:0031625 GO:0042803 GO:0061630 GO:0000122 GO:0016558 GO:0032088 GO:0035518 GO:0036353 GO:0045893 GO:0046600 GO:0051091 GO:0051092 GO:0051865 GO:0070842
ZSCAN22,no,GO:0000978 GO:0000981 GO:0003674 GO:0005515 GO:0046872 GO:0006357 GO:0008150
FAM120C,no,
AMER1,no,GO:0005515 GO:0005546 GO:0008013 GO:1904713 GO:0016055 GO:0031398 GO:0045732 GO:0060348 GO:0060612 GO:0060828 GO:0072161 GO:0090090 GO:0090263
LOC286437,no,
HSFX4,no,GO:0000978 GO:0003700 GO:0006357
PPP1R10,no,GO:0003677 GO:0003723 GO:0004864 GO:0005515 GO:0008157 GO:0046872 GO:0006606 GO:0010667 GO:0032206 GO:0043086 GO:1904290
IPO9-AS1,no,
TNIK,no,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0000165 GO:0001934 GO:0006468 GO:0007010 GO:0010243 GO:0016055 GO:0030033 GO:0031532 GO:0035556 GO:0043408 GO:0046330 GO:0046777 GO:0048812 GO:0048814 GO:0072659
NUPR1,no,GO:0003677 GO:0003682 GO:0003713 GO:0005515 GO:0010698 GO:0060090 GO:0002526 GO:0006473 GO:0008285 GO:0008584 GO:0009636 GO:0010506 GO:0010507 GO:0010667 GO:0031401 GO:0035914 GO:0042771 GO:0043066 GO:0043433 GO:0043525 GO:0044346 GO:0045786 GO:0045787 GO:0045820 GO:0045893 GO:0048144 GO:0048147 GO:0050680 GO:0050790 GO:0062099 GO:0065003 GO:0150078 GO:1901800 GO:1902902 GO:1903862 GO:1904036 GO:1904691 GO:1905897 GO:2000194 GO:2000271 GO:2001244
SPATA33,no,GO:0005515 GO:0000423
ELOVL1,no,GO:0005515 GO:0009922 GO:0102336 GO:0102337 GO:0102338 GO:0102756 GO:0006636 GO:0019367 GO:0030148 GO:0034625 GO:0034626 GO:0035338 GO:0036109 GO:0042761 GO:0043651 GO:0046513 GO:0061436
PPP1R3C,no,GO:0004722 GO:0005515 GO:0008157 GO:0019903 GO:0060090 GO:2001069 GO:0005977 GO:0005978 GO:0005979
HARBI1,no,GO:0004518 GO:0046872 GO:0090305
ZGLP1,no,GO:0000981 GO:0008270 GO:0043565 GO:0000122 GO:0006357 GO:0007283 GO:0045944 GO:0048599
ZNF818P,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
MFAP2,no,GO:0005201 GO:0005515 GO:0048048 GO:0048050 GO:0120162
NATD1,no,
MTA3,no,GO:0003682 GO:0003713 GO:0003714 GO:0005515 GO:0042826 GO:0043565 GO:0046872 GO:0120325 GO:0000086 GO:0000122 GO:0006338 GO:0010971 GO:0016575 GO:0042659 GO:0045892 GO:0045893 GO:1904197 GO:1990739 GO:2000736
LOC107984128,no,
GPATCH8,no,GO:0003723 GO:0005515 GO:0046872 GO:0008150
TP53INP2,no,GO:0005515 GO:0043130 GO:0000045 GO:0001649 GO:0001894 GO:0006511 GO:0008104 GO:0010508 GO:0045893 GO:1903828
MIR147B,no,
GCC2,no,GO:0005515 GO:0031267 GO:0042802 GO:0006622 GO:0031023 GO:0034067 GO:0034453 GO:0034499 GO:0042147 GO:0043001 GO:0070861 GO:0071955 GO:0090161
PSMD3,no,GO:0005515 GO:0030234 GO:0006511 GO:0042176 GO:0043161 GO:0050790
ONECUT2,no,GO:0000978 GO:0000981 GO:0001228 GO:1990837 GO:0001889 GO:0001952 GO:0002064 GO:0006357 GO:0007179 GO:0009887 GO:0030512 GO:0031018 GO:0045165 GO:0045944 GO:0048935 GO:0060271 GO:1905319 GO:1905322
LOC105370174,no,
NT5C3B,no,GO:0000166 GO:0000287 GO:0005515 GO:0008253 GO:0009117 GO:0043928
MYO1H,no,GO:0000146 GO:0005524 GO:0051015 GO:0007015 GO:0030050
KTI12,no,GO:0005515 GO:0005524 GO:0002098 GO:0006357
LOC101927060,no,
DNAJA3,no,GO:0005515 GO:0005524 GO:0019901 GO:0030544 GO:0030695 GO:0046872 GO:0051082 GO:0000122 GO:0006264 GO:0006457 GO:0006924 GO:0007005 GO:0007264 GO:0008285 GO:0009408 GO:0033077 GO:0042102 GO:0043066 GO:0050790 GO:0071340 GO:0090398
CERS4,no,GO:0003677 GO:0005515 GO:0016410 GO:0050291 GO:0030148 GO:0046513
NEK6,no,GO:0000287 GO:0001222 GO:0004674 GO:0005515 GO:0005524 GO:0019894 GO:0019901 GO:0031625 GO:0106310 GO:0140297 GO:0006468 GO:0006915 GO:0007052 GO:0007059 GO:0007077 GO:0007346 GO:0018105 GO:0030071 GO:0043123 GO:0046777 GO:0051225 GO:0051301 GO:2000772
MIR6510,no,
MTX1,no,GO:0003674 GO:0005515 GO:0007005 GO:0007007 GO:0007595 GO:0045040
GOLGA7,no,GO:0005515 GO:0006612 GO:0006893 GO:0018230 GO:0043001 GO:0050821
YBEY,no,GO:0004222 GO:0004521 GO:0046872 GO:0006364 GO:0090502
IL12A,no,GO:0005125 GO:0005143 GO:0005515 GO:0008083 GO:0042163 GO:0045513 GO:0046982 GO:0001916 GO:0002860 GO:0006955 GO:0009615 GO:0010224 GO:0016477 GO:0032496 GO:0032700 GO:0032729 GO:0032816 GO:0032946 GO:0034393 GO:0042531 GO:0045785 GO:0045954 GO:0048662 GO:0050671 GO:0050709 GO:0050830 GO:0051135 GO:0097191 GO:0098586 GO:1900747 GO:1903588 GO:2000510
KLHDC1,no,GO:1990756 GO:0016567 GO:0140627
EOLA1,no,GO:0005515 GO:0010468 GO:0032675
GPR17,no,GO:0004930 GO:0004950 GO:0033612 GO:0002862 GO:0007186 GO:0035025 GO:0048709 GO:0051482 GO:0070098
LOC112268460,no,
LYRM4-AS1,no,
PABIR1,no,GO:0004865 GO:0005515 GO:0030307 GO:0032436 GO:0043086 GO:0044818
TMEM147-AS1,no,
VPS16,no,GO:0003779 GO:0005515 GO:0051015 GO:0006886 GO:0008333 GO:0016197 GO:0034058 GO:0035542 GO:0042144 GO:0097352
HTRA1,no,GO:0004222 GO:0004252 GO:0005515 GO:0008236 GO:0019838 GO:0042802 GO:0140677 GO:0001890 GO:0006508 GO:0012501 GO:0030512 GO:0030514 GO:0043065 GO:0050679 GO:0050687 GO:0060718 GO:0097187
IQCH,no,GO:0003674 GO:0008150
PTPRG-AS1,no,
PROSER2-AS1,no,
B4GALT2,no,GO:0003831 GO:0003945 GO:0004461 GO:0008378 GO:0046872 GO:0005975 GO:0006486 GO:0007613 GO:0007626 GO:0008542 GO:0021680 GO:0070085
SNAI2,no,GO:0000977 GO:0000978 GO:0000981 GO:0001227 GO:0003682 GO:0005515 GO:0043565 GO:0046872 GO:0070888 GO:1990837 GO:0000122 GO:0001649 GO:0001837 GO:0003180 GO:0003198 GO:0003273 GO:0006355 GO:0006933 GO:0007219 GO:0007605 GO:0010839 GO:0010957 GO:0014032 GO:0030335 GO:0032331 GO:0032642 GO:0033028 GO:0033033 GO:0033629 GO:0035066 GO:0035921 GO:0043473 GO:0043518 GO:0043542 GO:0045600 GO:0045667 GO:0050872 GO:0060021 GO:0060429 GO:0060536 GO:0060693 GO:0061314 GO:0070563 GO:0071364 GO:0071425 GO:0071479 GO:0090090 GO:1902034 GO:1902230 GO:2000810 GO:2000811 GO:2001240
TANK,no,GO:0004843 GO:0005515 GO:0031625 GO:0035800 GO:0046872 GO:0006974 GO:0007165 GO:0007249 GO:0043124 GO:0051607 GO:0060337 GO:0071347 GO:0071356 GO:0071479 GO:1903003 GO:2000158
GIGYF2,no,GO:0003723 GO:0005515 GO:0045296 GO:0070064 GO:0007631 GO:0008344 GO:0009791 GO:0016441 GO:0017148 GO:0019538 GO:0021522 GO:0031571 GO:0035264 GO:0048009 GO:0048873 GO:0050881 GO:0050885 GO:0061157
LINC00857,no,
ZNF570,no,GO:0000978 GO:0000981 GO:0046872 GO:0006357
C20orf96,no,
RFX5,no,GO:0000977 GO:0000978 GO:0000981 GO:0001228 GO:0005515 GO:0043565 GO:1990837 GO:0000122 GO:0006357 GO:0045348 GO:0045944
SPDYE10,no,GO:0019901 GO:0045737
PALM,no,GO:0005515 GO:0031750 GO:0007010 GO:0007193 GO:0007194 GO:0008360 GO:0051491 GO:0060074 GO:0060160 GO:0071257 GO:0072659
LOC105376810,no,
RNF103,no,GO:0004842 GO:0005515 GO:0046872 GO:0061630 GO:0007417 GO:0016567 GO:0030433 GO:1904380
LINC00863,no,
PTGDR2,no,GO:0001785 GO:0004930 GO:0004956 GO:0004958 GO:0042277 GO:0042923 GO:0006935 GO:0006955 GO:0007186 GO:0007193 GO:0007218 GO:0019722 GO:0045745 GO:2000255
SNORD49B,no,
PPP5C,no,GO:0003723 GO:0004721 GO:0004722 GO:0005515 GO:0005524 GO:0008289 GO:0016791 GO:0017018 GO:0042802 GO:0043531 GO:0046872 GO:0048156 GO:0051879 GO:0060090 GO:0000165 GO:0000278 GO:0006302 GO:0006351 GO:0006470 GO:0010288 GO:0035970 GO:0043123 GO:0043278 GO:0070262 GO:1904550
SLC35A1,no,GO:0005456 GO:0005459 GO:0005515 GO:0015297 GO:0005975 GO:0008643 GO:0015782 GO:0036211 GO:0072334
AATBC,no,
MINDY4,no,GO:0004843 GO:1990380 GO:0071108
LINC01881,no,
PDLIM4,no,GO:0003779 GO:0005515 GO:0019903 GO:0042803 GO:0046872 GO:0051371 GO:0051393 GO:0007507 GO:0030036 GO:0031532 GO:0061061 GO:0098976
MAN1B1-DT,no,
NABP2,no,GO:0003677 GO:0003697 GO:0005515 GO:0061730 GO:0070182 GO:0098505 GO:0000724 GO:0006281 GO:0006974 GO:0007093 GO:0010212 GO:0044818 GO:0051972 GO:0070200 GO:1904355
ATP2B1-AS1,no,
CD24,no,GO:0005515 GO:0019901 GO:0030296 GO:0001666 GO:0001775 GO:0001959 GO:0002237 GO:0002768 GO:0007204 GO:0016055 GO:0016477 GO:0030856 GO:0031295 GO:0032597 GO:0032600 GO:0032913 GO:0042104 GO:0042325 GO:0042632 GO:0043406 GO:0043408 GO:0043627 GO:0045730 GO:0061098 GO:0072112 GO:0072139 GO:0097193 GO:0098609 GO:2000768
EIF3CL,no,GO:0003723 GO:0003743 GO:0005515 GO:0031369 GO:0001732 GO:0006413
PSPC1,no,GO:0003723 GO:0005515 GO:0002218 GO:0006355 GO:0042752 GO:0045087 GO:0045892 GO:0048511
CYB561D2,no,GO:0005515 GO:0016491 GO:0020037 GO:0046872 GO:0140571 GO:0140575 GO:0055085 GO:0140576
MAP3K8,no,GO:0000287 GO:0004674 GO:0004709 GO:0005515 GO:0005524 GO:0106310 GO:0000165 GO:0006468 GO:0007049 GO:0031295
NAA16,no,GO:0005515 GO:0016407 GO:0043022 GO:0006474 GO:0017196 GO:0043066 GO:0045893 GO:0050821
FANCM,no,GO:0000400 GO:0003682 GO:0003724 GO:0004518 GO:0005515 GO:0005524 GO:0009378 GO:0016887 GO:0043138 GO:0000712 GO:0031297 GO:0032508 GO:0036297 GO:0045003 GO:0071932 GO:0090305 GO:1902527
EEF2KMT,no,GO:0005515 GO:0016279 GO:0006479 GO:0018023
LOC105372426,no,
STK16,no,GO:0000978 GO:0004674 GO:0004715 GO:0005515 GO:0005524 GO:0106310 GO:0018108 GO:0045944 GO:0046777 GO:0071560
FAM27B,no,
SPEN-AS1,no,
GALNT14,no,GO:0004653 GO:0030246 GO:0046872 GO:0006493 GO:0016266
ZNF394,no,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
MYADM,no,GO:0003674 GO:0005515 GO:0001933 GO:0010629 GO:0010810 GO:0030335 GO:0030837 GO:0031579 GO:0034115 GO:0044860 GO:0045217 GO:0061028 GO:0090038 GO:1900026
MSL3,no,GO:0003677 GO:0005515 GO:0035064 GO:0046972 GO:0006325 GO:0006355 GO:0016573 GO:0016575 GO:0043967 GO:0043968 GO:0043984 GO:0045893 GO:1900095
BLOC1S5,no,GO:0005515 GO:0008089 GO:0016192 GO:0031175 GO:0032402 GO:0032438 GO:0032474 GO:0035646 GO:0048490 GO:0050942
NDUFAF7,no,GO:0005515 GO:0008168 GO:0019899 GO:0035243 GO:0019918 GO:0032981
LOC105374841,no,
GHRLOS,no,
ADGRL3,no,GO:0004930 GO:0005509 GO:0005515 GO:0030246 GO:0001764 GO:0007166 GO:0007186 GO:0007189 GO:0007416 GO:0007420 GO:0098742
GPAT3,no,GO:0003841 GO:0004366 GO:0102420 GO:0006072 GO:0006654 GO:0016024 GO:0019432 GO:0032006
EDIL3-DT,no,
NOTCH4,no,GO:0005112 GO:0005509 GO:0005515 GO:0038023 GO:0000122 GO:0001569 GO:0001709 GO:0001763 GO:0001837 GO:0001886 GO:0001944 GO:0007221 GO:0030097 GO:0030154 GO:0030879 GO:0042060 GO:0045596 GO:0045602 GO:0045893 GO:0060354 GO:2000048
EPDR1,no,GO:0005509 GO:0005515 GO:0005543 GO:0042802 GO:1905573 GO:0007160 GO:1990764
CASD1,no,GO:0047186 GO:0005975
HIF1AN,no,GO:0005112 GO:0005515 GO:0008198 GO:0008270 GO:0016706 GO:0019826 GO:0031406 GO:0036139 GO:0036140 GO:0042803 GO:0051059 GO:0062101 GO:0071532 GO:0036138 GO:0042264 GO:0043433 GO:0045663 GO:0045746 GO:0061428 GO:2001214
LOC105371050,no,
MAPRE2,no,GO:0005515 GO:0008017 GO:0019901 GO:0042802 GO:0051010 GO:0031110 GO:0032014 GO:0035372 GO:0043547 GO:0051225 GO:0051301 GO:0051549 GO:0120183
CCDC102B,no,GO:0005515 GO:0120283 GO:0010457
