gene,regulated,GO_IDS
TAOK1,down,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0016301 GO:0016740 GO:0043014 GO:0043539 GO:0048156 GO:0048487 GO:0050321 GO:0106310 GO:0000165 GO:0000226 GO:0006281 GO:0006468 GO:0006974 GO:0007026 GO:0007095 GO:0016310 GO:0021954 GO:0032874 GO:0032956 GO:0035556 GO:0043408 GO:0046330 GO:0046777 GO:0048812 GO:0051493 GO:0070050 GO:0070507 GO:0071902 GO:0097194 GO:1901985
PNKP,up,GO:0003684 GO:0003690 GO:0004519 GO:0005515 GO:0005524 GO:0017076 GO:0046403 GO:0046404 GO:0000718 GO:0006261 GO:0006281 GO:0006287 GO:0006303 GO:0006979 GO:0009314 GO:0010836 GO:0032212 GO:0046939 GO:0051103 GO:0051973 GO:0090305 GO:1904355 GO:2001034
SLC49A3,up,GO:0022857 GO:0055085
GAS2L3,down,GO:0003779 GO:0005515 GO:0008017 GO:0008093 GO:0051015 GO:0000226 GO:0030036 GO:0051764
MRPL13,down,GO:0003723 GO:0003729 GO:0003735 GO:0005515 GO:0006412 GO:0017148 GO:0032543
ACP6,up,GO:0003993 GO:0016791 GO:0052642 GO:0002244 GO:0006644 GO:0006654 GO:0016311 GO:2001311
CASKIN2,up,GO:0003674 GO:0008150
MRPL52,down,GO:0003735 GO:0006412 GO:0032543
TMEM184A,up,GO:0005215 GO:0008201 GO:0006810
HAGHL,up,
NUF2,down,GO:0003674 GO:0005515 GO:0044877 GO:0007052 GO:0007059 GO:0007094 GO:0008608 GO:0045132 GO:0051301 GO:0051315 GO:0051383
NAMPT,down,GO:0005125 GO:0005515 GO:0042802 GO:0047280 GO:0007165 GO:0007267 GO:0008284 GO:0008286 GO:0009435 GO:0032922 GO:0034356 GO:0045944 GO:0051770 GO:0060612
SUFU,up,GO:0003714 GO:0005515 GO:0008013 GO:0008134 GO:0019901 GO:0000122 GO:0001843 GO:0001947 GO:0003281 GO:0006355 GO:0007165 GO:0021775 GO:0021776 GO:0035904 GO:0042308 GO:0042994 GO:0043433 GO:0043588 GO:0045668 GO:0045879 GO:0060831 GO:0060976 GO:1901621 GO:1990787 GO:2000059
PSMA2,down,GO:0005515 GO:0009615 GO:0010498 GO:0043161
CA14,down,GO:0004089 GO:0008270 GO:0016836 GO:0006730
ELOB,down,GO:0001222 GO:0005515 GO:0031625 GO:0006367 GO:0006368 GO:0016567 GO:0032436 GO:0065003
NPHP4,up,GO:0005198 GO:0005515 GO:0007165 GO:0007632 GO:0030036 GO:0030317 GO:0035845 GO:0045494 GO:0060041 GO:0090090 GO:0098609 GO:1903348 GO:1904491
TACC1,down,GO:0005515 GO:0016922 GO:0030331 GO:0030374 GO:0035259 GO:0042974 GO:0042975 GO:0046965 GO:0046966 GO:0000226 GO:0007052 GO:0008283 GO:0021987 GO:0045893 GO:0051301
ATL3,down,GO:0003924 GO:0005515 GO:0005525 GO:0042802 GO:0006888 GO:0007029 GO:0007030 GO:0051260 GO:1903373
NPRL3,up,GO:0005096 GO:0005515 GO:0003281 GO:0010508 GO:0032007 GO:0034198 GO:0035909 GO:0038202 GO:0048738 GO:0050790 GO:0060021 GO:1904262
S100A4,down,GO:0003723 GO:0003779 GO:0005509 GO:0005515 GO:0042802 GO:0046914 GO:0048306 GO:0050786 GO:0001837 GO:0043123
SLC7A11-AS1,down,
NICN1,up,
ANXA3,down,GO:0005509 GO:0005544 GO:0019834 GO:0048306 GO:0006909 GO:0010595 GO:0021766 GO:0031100 GO:0042742 GO:0043086 GO:0043312 GO:0045766 GO:0051054 GO:0051091 GO:0051384 GO:0070848
PCK2,down,GO:0004611 GO:0004613 GO:0005515 GO:0005525 GO:0030145 GO:0006094 GO:0006107 GO:0006116 GO:0019543 GO:0032024 GO:0032496 GO:0032869 GO:0033993 GO:0042594 GO:0046327 GO:0070365 GO:0071333 GO:0071356 GO:0071549
NUBPL,down,GO:0005515 GO:0005524 GO:0046872 GO:0051539 GO:0140663 GO:0016226 GO:0032981 GO:0070584
C3,up,GO:0004866 GO:0005102 GO:0005515 GO:0031715 GO:0001798 GO:0001934 GO:0001970 GO:0006631 GO:0006954 GO:0006955 GO:0006956 GO:0006957 GO:0006958 GO:0007165 GO:0007186 GO:0009617 GO:0010575 GO:0010828 GO:0010866 GO:0010884 GO:0010951 GO:0016322 GO:0035846 GO:0045745 GO:0045766 GO:0048260 GO:0060100 GO:0097242 GO:0097278 GO:0150062 GO:0150064 GO:1905114 GO:2000427
ENTPD6,up,GO:0004382 GO:0008894 GO:0017110 GO:0017111 GO:0036384 GO:0045134 GO:1990003 GO:0009134 GO:0032026 GO:0051592
DESI2,down,GO:0004843 GO:0005515 GO:0061578 GO:0101005 GO:1990380 GO:0016579 GO:0070536 GO:0070646 GO:0071108
SNX5,down,GO:0005515 GO:0010314 GO:0031748 GO:0034452 GO:0035091 GO:0045296 GO:0070273 GO:0080025 GO:0006886 GO:0006907 GO:0007174 GO:0016241 GO:0035815 GO:0042147 GO:0045776 GO:0045893 GO:0046628
POGLUT3,down,GO:0035251 GO:0035252 GO:0046527 GO:0140561 GO:0140562 GO:0018242
RO60,down,GO:0003723 GO:0030620 GO:0046872 GO:0002520 GO:0006383 GO:0007224 GO:0009411 GO:0010468 GO:0035457 GO:0060271
MFAP3,down,
DUS1L,up,GO:0005515 GO:0017150 GO:0050660 GO:0002943
PIEZO2,up,GO:0005261 GO:0008381 GO:0006812 GO:0009612 GO:0042391 GO:0050974 GO:0050982 GO:0071260 GO:0098655
KLHL8,down,
PPP3CB,down,GO:0004722 GO:0005509 GO:0005515 GO:0005516 GO:0017018 GO:0019899 GO:0030346 GO:0033192 GO:0046983 GO:0001913 GO:0001915 GO:0001946 GO:0006468 GO:0006470 GO:0007165 GO:0007507 GO:0007612 GO:0007613 GO:0016311 GO:0017156 GO:0023057 GO:0030217 GO:0031987 GO:0033173 GO:0034097 GO:0035774 GO:0042098 GO:0042110 GO:0043029 GO:0045893 GO:0045944 GO:0048167 GO:0048675 GO:0048741 GO:0050796 GO:0070886 GO:0097720 GO:1900242 GO:1901386 GO:1901387 GO:1905665 GO:1905949
TRADD,up,GO:0005068 GO:0005164 GO:0005515 GO:0019900 GO:0042802 GO:0044877 GO:0070513 GO:0006915 GO:0007165 GO:0007169 GO:0008625 GO:0030335 GO:0033209 GO:0043065 GO:0043123 GO:0050729 GO:0051092 GO:0051798 GO:0071356 GO:0097191 GO:1901224
SELENOK,down,GO:0005515 GO:0042802 GO:0002230 GO:0006816 GO:0006979 GO:0010742 GO:0018345 GO:0032469 GO:0032755 GO:0032760 GO:0042098 GO:0042102 GO:0045728 GO:0050848 GO:0051223 GO:0051649 GO:0070059 GO:0071639 GO:0072678 GO:1902624 GO:1990266 GO:2000406
PACS2,up,GO:0005515 GO:0044325 GO:0000045 GO:0006915 GO:0032469 GO:0034497 GO:0072659 GO:1990456
PRELID2,down,GO:1990050 GO:0015914 GO:0120009
DTX2P1-UPK3BP1-PMS2P11,up,
FBRSL1,up,
ALG10B,down,GO:0005515 GO:0016740 GO:0106073 GO:0006486 GO:0006487 GO:0006488 GO:0060050 GO:1901980
RIF1,down,GO:0005515 GO:0000122 GO:0000723 GO:0006281 GO:0006974 GO:0007049 GO:0031509 GO:0035019 GO:0043247 GO:0045814 GO:0045830 GO:0051574 GO:1990830 GO:2000042 GO:2001034
TIMM10,down,GO:0005515 GO:0008270 GO:0032977 GO:0042803 GO:0051087 GO:0006626 GO:0007605 GO:0045039
COL6A1,up,GO:0005518 GO:0030020 GO:0048407 GO:0001649 GO:0007155 GO:0035987 GO:0071230
TBPL1,down,GO:0000979 GO:0005515 GO:0016251 GO:0140223 GO:0001675 GO:0006235 GO:0006352 GO:0006366 GO:0007289
ZNF644,down,GO:0000978 GO:0000981 GO:0001222 GO:0046872 GO:0006357
TOR1AIP2,down,GO:0001671 GO:0005515 GO:0051117 GO:0007029 GO:0032781 GO:0061024 GO:0090435
LRATD2,down,
ZNF585B,down,GO:0000978 GO:0001228 GO:0046872 GO:0006357 GO:0045944
FAM91A1,down,GO:0005515 GO:0006886 GO:0099041
WASH7P,up,
DNTTIP2,down,GO:0003723 GO:0005515 GO:0006396
POLD1,up,GO:0000166 GO:0003677 GO:0003682 GO:0003684 GO:0003887 GO:0005515 GO:0008296 GO:0019899 GO:0046872 GO:0051539 GO:0000731 GO:0006260 GO:0006261 GO:0006281 GO:0006287 GO:0006297 GO:0009411 GO:0034644 GO:0045004 GO:0055089 GO:0070987 GO:0071897 GO:0090305
PAK6,up,GO:0004674 GO:0005515 GO:0005524 GO:0045296 GO:0106310 GO:0006355 GO:0006468 GO:0006915 GO:0007010 GO:0007612 GO:0007613 GO:0007626 GO:0035556 GO:0043408 GO:0140058 GO:1990138
PEAR1,up,GO:0005515 GO:0038023 GO:0014065 GO:0043491 GO:0043654 GO:0070527
UGCG,down,GO:0005515 GO:0008120 GO:0102769 GO:0006497 GO:0006679 GO:0006687 GO:0008544 GO:0009966 GO:0030154 GO:0030216 GO:0033210 GO:0048666 GO:0061436 GO:0098856 GO:1903575
PTPRM,up,GO:0004725 GO:0005001 GO:0005515 GO:0042802 GO:0045296 GO:0001937 GO:0006470 GO:0007156 GO:0007165 GO:0009410 GO:0010596 GO:0010842 GO:0016525 GO:0031175 GO:0031290
DYRK1B,up,GO:0003713 GO:0004672 GO:0004674 GO:0004712 GO:0004713 GO:0005515 GO:0005524 GO:0106310 GO:0006281 GO:0006468 GO:0007520 GO:0018105 GO:0018107 GO:0018108 GO:0045893 GO:0046777 GO:0060612
UQCRHL,down,
TBL1XR1,down,GO:0000976 GO:0003714 GO:0005515 GO:0008013 GO:0042393 GO:0047485 GO:0000122 GO:0001835 GO:0002021 GO:0006325 GO:0006357 GO:0016042 GO:0016575 GO:0035264 GO:0043161 GO:0045893 GO:0045944 GO:0050872 GO:0060613 GO:0090207 GO:0090263
ITGA6,down,GO:0005178 GO:0005515 GO:0031994 GO:0038132 GO:0045296 GO:0046872 GO:0007044 GO:0007160 GO:0007229 GO:0010668 GO:0010976 GO:0030335 GO:0031589 GO:0033627 GO:0035878 GO:0042327 GO:0043065 GO:0043547 GO:0043589 GO:0045944 GO:0050900 GO:0098609 GO:2001237
FAM13B,down,GO:0005096 GO:0007165 GO:0050790 GO:0051056
FKBP11,up,GO:0003755 GO:0000413 GO:0061077
UBALD1,up,
FAAP100,up,GO:0003677 GO:0005515 GO:0006513 GO:0036297
UBE2W,down,GO:0004842 GO:0005515 GO:0005524 GO:0031625 GO:0061631 GO:0000209 GO:0006281 GO:0006513 GO:0006515 GO:0043161 GO:0070979 GO:0071218
MCMDC2,down,GO:0003677 GO:0005515 GO:0005524 GO:0000727 GO:0006261 GO:0032508 GO:0051321
PLA2G6,up,GO:0003847 GO:0004622 GO:0004623 GO:0005515 GO:0005516 GO:0016290 GO:0016787 GO:0017171 GO:0019901 GO:0042802 GO:0043008 GO:0047499 GO:0102545 GO:0102991 GO:0001934 GO:0006935 GO:0007204 GO:0007613 GO:0014832 GO:0019731 GO:0032049 GO:0034638 GO:0034976 GO:0035774 GO:0035965 GO:0038096 GO:0042311 GO:0045921 GO:0046338 GO:0046469 GO:0046473 GO:0051967 GO:0060135 GO:0090037 GO:0090200 GO:0090238 GO:1901339 GO:2000304
HDGFL3,down,GO:0003690 GO:0003712 GO:0008017 GO:0008083 GO:0015631 GO:0006351 GO:0006357 GO:0007026 GO:0007165 GO:0031175 GO:0046785
TBC1D17,up,GO:0005096 GO:0005515 GO:0006914 GO:0015031 GO:0042147 GO:0090630 GO:1902017
RAB11FIP2,down,GO:0005515 GO:0019901 GO:0031267 GO:0042802 GO:0042803 GO:0006909 GO:0030010 GO:0035669 GO:0035773 GO:0043547 GO:0045055
MRPL22,down,GO:0003723 GO:0003735 GO:0032543 GO:0042255
PPT2,up,GO:0008474 GO:0016790 GO:0098599 GO:0046949 GO:0098734
MAP3K6,up,GO:0000287 GO:0004672 GO:0004709 GO:0005524 GO:0106310 GO:0000165 GO:0006468 GO:0007165 GO:0033554
ZDHHC23,up,GO:0003674 GO:0005515 GO:0019706 GO:0006612 GO:0018230 GO:0018345 GO:0072659
MOB1A,down,GO:0005515 GO:0030295 GO:0046872 GO:0001934 GO:0007165 GO:0032147 GO:0035329
FBXW5,up,GO:0005515 GO:0019901 GO:0007088 GO:0010824 GO:0016567 GO:0031146 GO:0043161
KLC2-AS1,up,
CLOCK,down,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0003700 GO:0004402 GO:0005515 GO:0031490 GO:0043565 GO:0046983 GO:0070888 GO:1990837 GO:0000077 GO:0006355 GO:0006357 GO:0006473 GO:0007165 GO:0007283 GO:0007623 GO:0009648 GO:0016570 GO:0032922 GO:0042634 GO:0042752 GO:0042753 GO:0043161 GO:0045892 GO:0045893 GO:0045944 GO:0050729 GO:0050796 GO:0051092 GO:0051775 GO:0071479 GO:2000074 GO:2000323
ZFTRAF1,up,
DKK1,down,GO:0005515 GO:0008083 GO:0039706 GO:0048019 GO:0050750 GO:0000122 GO:0000904 GO:0001706 GO:0001707 GO:0001942 GO:0002090 GO:0007611 GO:0010628 GO:0010942 GO:0010977 GO:0030178 GO:0030279 GO:0030326 GO:0030514 GO:0030900 GO:0032091 GO:0032526 GO:0033137 GO:0042662 GO:0042663 GO:0043066 GO:0043507 GO:0045813 GO:0051966 GO:0060070 GO:0060173 GO:0060325 GO:0060394 GO:0061743 GO:0090082 GO:0090090 GO:0090244 GO:0098883 GO:1901216 GO:1901296 GO:1902949 GO:1904338 GO:1904723 GO:1904958 GO:1905607 GO:2000096 GO:2000272 GO:2000726
LINC01089,up,
CNIH4,down,GO:0005515 GO:0031730 GO:0006888 GO:0015031
RHBDL1,up,GO:0004252 GO:0005515 GO:0006508 GO:0007165
AKAP8L,up,GO:0003677 GO:0003723 GO:0005515 GO:0005521 GO:0017151 GO:0034237 GO:0042826 GO:0046872 GO:0006397 GO:0007076 GO:0008380 GO:0010793 GO:0031065 GO:0044839 GO:0045944 GO:0051081
MADD,up,GO:0005085 GO:0005123 GO:0005515 GO:0030295 GO:0007166 GO:0032147 GO:0032483 GO:0042981 GO:0043410 GO:0051726 GO:0097194 GO:1902041 GO:2001236
CDK3,up,GO:0004693 GO:0005515 GO:0005524 GO:0106310 GO:0000082 GO:0006468 GO:0006974 GO:0008283 GO:0045023 GO:0045746 GO:0051301 GO:0051726
MARCHF4,down,GO:0004842 GO:0008270 GO:0016567
AOPEP,up,GO:0008270 GO:0070006 GO:0006508
KIF18A,down,GO:0003777 GO:0003779 GO:0005515 GO:0005524 GO:0008017 GO:0008574 GO:0016887 GO:0051010 GO:0070463 GO:0000070 GO:0007018 GO:0007019 GO:0007080 GO:0007140 GO:0015031 GO:0070507 GO:0071392 GO:0072520
ANKRD20A5P,up,
SREK1IP1,down,GO:0003676 GO:0005515 GO:0008270 GO:0006397 GO:0008380
ANKS6,up,GO:0005515 GO:0001701 GO:0001822 GO:0007368 GO:0007507
SLITRK6,up,
PYGB,up,GO:0005515 GO:0008184 GO:0030170 GO:0102250 GO:0102499 GO:0005980
ELK3,down,GO:0000978 GO:0000981 GO:0001227 GO:0001228 GO:0003700 GO:0005515 GO:0032422 GO:1990837 GO:0000122 GO:0001525 GO:0006357 GO:0007165 GO:0030154 GO:0042060 GO:0045892 GO:0045944
GOLGA2P10,up,
CCDC102A,up,
TPTEP2-CSNK1E,up,
PLS3,down,GO:0005509 GO:0051015 GO:0051017 GO:0051639 GO:0060348
VIM-AS1,up,
NR1H2,up,GO:0000978 GO:0000981 GO:0001228 GO:0003677 GO:0004879 GO:0005515 GO:0008270 GO:0031490 GO:0034191 GO:0046965 GO:0051117 GO:0000122 GO:0009755 GO:0010628 GO:0010629 GO:0010745 GO:0010867 GO:0010875 GO:0010884 GO:0010887 GO:0030154 GO:0031667 GO:0032369 GO:0032376 GO:0036151 GO:0042632 GO:0042789 GO:0045723 GO:0045861 GO:0045892 GO:0045893 GO:0045944 GO:0048384 GO:0048550 GO:0051006 GO:0051247 GO:0060336 GO:0090108 GO:0090187 GO:0090340 GO:0120163 GO:1902895 GO:1903573
GPER1,up,GO:0003682 GO:0004930 GO:0005496 GO:0005515 GO:0030284 GO:0038054 GO:1990239 GO:0001934 GO:0001956 GO:0002695 GO:0006954 GO:0007049 GO:0007186 GO:0007189 GO:0007204 GO:0007399 GO:0008284 GO:0008285 GO:0010628 GO:0010629 GO:0010948 GO:0014068 GO:0019228 GO:0030154 GO:0030263 GO:0030264 GO:0030335 GO:0030518 GO:0032024 GO:0032962 GO:0042311 GO:0043065 GO:0043280 GO:0043401 GO:0043410 GO:0045087 GO:0045599 GO:0045742 GO:0045745 GO:0045944 GO:0050728 GO:0050769 GO:0051055 GO:0051281 GO:0051480 GO:0051726 GO:0051898 GO:0070373 GO:0070374 GO:0070474 GO:0071333 GO:0071356 GO:0071375 GO:0071389 GO:0071392 GO:0090200 GO:1903078 GO:1904706 GO:2000353 GO:2000724 GO:2001238
LAMC2,down,GO:0005102 GO:0005201 GO:0008201 GO:0007155 GO:0008045 GO:0008284 GO:0008544 GO:0009887 GO:0009888 GO:0016358 GO:0030335
FRMD5,down,GO:0005178 GO:0005515 GO:0008092 GO:0019901 GO:0030334 GO:0031032 GO:0045785 GO:2000146
IPMK,down,GO:0000823 GO:0000824 GO:0000825 GO:0005515 GO:0005524 GO:0008440 GO:0016301 GO:0046872 GO:0046934 GO:0047326 GO:0051765 GO:0052812 GO:0097243 GO:0102732 GO:0016310 GO:0032957 GO:0032958 GO:0043647 GO:0046854 GO:0070266
SLC16A7,down,GO:0005477 GO:0005515 GO:0008028 GO:0015129 GO:0015293 GO:0042802 GO:0050833 GO:0015718 GO:0035873 GO:0150104 GO:1901475
ARL4A,down,GO:0003924 GO:0005515 GO:0005525 GO:0006886 GO:0016192 GO:0050873
RPS6,down,GO:0003723 GO:0003735 GO:0005515 GO:0019901 GO:0000082 GO:0001890 GO:0002181 GO:0002309 GO:0006364 GO:0006412 GO:0006924 GO:0007369 GO:0008284 GO:0022605 GO:0031929 GO:0033077 GO:0042274 GO:0042593 GO:0043065 GO:0043066 GO:0048821
RUSC1,up,GO:0003779 GO:0005515 GO:0000209
EFCAB8,down,
ZNF770,down,GO:0000978 GO:0001228 GO:0046872 GO:0006357 GO:0045944
HDAC6,up,GO:0000978 GO:0001222 GO:0003779 GO:0004407 GO:0005515 GO:0008013 GO:0008017 GO:0008134 GO:0008270 GO:0019899 GO:0031593 GO:0031625 GO:0033558 GO:0042826 GO:0042903 GO:0043014 GO:0043130 GO:0047611 GO:0048156 GO:0048487 GO:0051787 GO:0051879 GO:0070840 GO:0000122 GO:0000209 GO:0001975 GO:0006476 GO:0006515 GO:0006886 GO:0006914 GO:0007026 GO:0010506 GO:0010634 GO:0010727 GO:0016241 GO:0016575 GO:0019896 GO:0031333 GO:0031647 GO:0031648 GO:0032418 GO:0032984 GO:0033138 GO:0034983 GO:0035902 GO:0035967 GO:0040029 GO:0043162 GO:0043242 GO:0045598 GO:0045861 GO:0045892 GO:0048668 GO:0048843 GO:0050775 GO:0051354 GO:0051412 GO:0051788 GO:0051968 GO:0060271 GO:0060632 GO:0060765 GO:0060997 GO:0061523 GO:0061734 GO:0070201 GO:0070301 GO:0070842 GO:0070845 GO:0070846 GO:0070848 GO:0071218 GO:0071374 GO:0071548 GO:0090042 GO:0090044 GO:0106047 GO:0106048 GO:1901300 GO:1901984 GO:1903146 GO:1903223 GO:1904056 GO:2000273
SMIM15,down,
FEZF1-AS1,up,
TMEM126A,down,GO:0003674 GO:0021554 GO:0032981
MARK4,up,GO:0004674 GO:0005515 GO:0005524 GO:0008017 GO:0043015 GO:0043130 GO:0048156 GO:0050321 GO:0106310 GO:0000226 GO:0001578 GO:0006468 GO:0007049 GO:0007399 GO:0035556 GO:0043068 GO:0044782 GO:0045724 GO:0045787 GO:0046605 GO:0051301 GO:1904781
GDI1,up,GO:0005092 GO:0005093 GO:0005096 GO:0005515 GO:0031267 GO:0007165 GO:0015031 GO:0016192 GO:0032482 GO:0045773 GO:0050771 GO:0050790 GO:0051592 GO:0090315
STARD3,up,GO:0005515 GO:0015485 GO:0042803 GO:0120020 GO:0006629 GO:0006701 GO:0006839 GO:0008202 GO:0008203 GO:0030301 GO:0099044 GO:0120009
TXNDC17,down,GO:0004601 GO:0005515 GO:0047134 GO:0033209 GO:0098869
TSPAN3,down,GO:0003674 GO:0008150
DNPH1,down,GO:0005515 GO:0042802 GO:0042803 GO:0070694 GO:0006195 GO:0009116 GO:0009159 GO:0030307 GO:0030855
MIER1,down,GO:0003714 GO:0004407 GO:0005515 GO:0042826 GO:0000122 GO:0006338 GO:0006355 GO:0016575 GO:0043123
PALM2AKAP2,down,GO:0005515 GO:0008360
AP1S3,down,GO:0005515 GO:0035615 GO:0006605 GO:0016192 GO:0060155 GO:1903232
E4F1,up,GO:0000977 GO:0000978 GO:0001227 GO:0001228 GO:0003700 GO:0005515 GO:0016740 GO:0035497 GO:0046872 GO:0061629 GO:0000122 GO:0006260 GO:0006357 GO:0007049 GO:0009794 GO:0010564 GO:0016567 GO:0045944 GO:0051301 GO:0051726
LRRC58,down,
CPT1C,up,GO:0004095 GO:0005515 GO:0006631 GO:0006635 GO:0009437 GO:0099072
NSUN7,down,GO:0003723 GO:0008168 GO:0032259
RPL26L1,down,GO:0003723 GO:0003735 GO:0005515 GO:0002181 GO:0042273
SELENOO,up,GO:0005524 GO:0046872 GO:0070733 GO:0018117
TPX2,down,GO:0005515 GO:0008017 GO:0019901 GO:0030295 GO:0061676 GO:0000278 GO:0006915 GO:0007020 GO:0007026 GO:0032147 GO:0051301 GO:0060236 GO:0090307
SMDT1,down,GO:0005515 GO:0006851 GO:0036444 GO:0051560
TSN,down,GO:0003677 GO:0003697 GO:0003723 GO:0003729 GO:0004519 GO:0005515 GO:0042802 GO:0043565 GO:0006310 GO:0030422 GO:0090305
RHEB,down,GO:0000287 GO:0003924 GO:0005515 GO:0005525 GO:0019003 GO:0019901 GO:0007165 GO:0007264 GO:0016241 GO:0032008 GO:0048709 GO:0048714 GO:0051726 GO:0120163 GO:2000074
SARS2,up,GO:0000049 GO:0003723 GO:0004828 GO:0005515 GO:0005524 GO:0006434 GO:0070158 GO:0097056
EGFL8,up,GO:0005102 GO:0005509 GO:0005515 GO:0001701 GO:0048856
TPRN,up,GO:0003674 GO:0005515 GO:0019902 GO:0007605 GO:0060088 GO:0120045
ZNF780A,down,GO:0000978 GO:0000981 GO:0005515 GO:0046872 GO:0006357
RCN2,down,
C6orf62,down,GO:0003674 GO:0008150
RNF44,up,GO:0005515 GO:0046872 GO:0061630 GO:0016567
ARMC5,up,GO:0005515 GO:0001701 GO:0001707 GO:0009653 GO:0035801 GO:0042098 GO:0043367 GO:0050810 GO:0051607
MAP3K20,down,GO:0000287 GO:0003723 GO:0004674 GO:0004706 GO:0004709 GO:0005515 GO:0005524 GO:0030295 GO:0043022 GO:0070181 GO:0106310 GO:0000077 GO:0006468 GO:0007010 GO:0007049 GO:0007254 GO:0008219 GO:0018105 GO:0030154 GO:0031098 GO:0032147 GO:0038066 GO:0042733 GO:0043065 GO:0043068 GO:0046777 GO:0051403 GO:0060173 GO:0070269 GO:0071480 GO:0071493 GO:0140469 GO:1904291
ARAP3,up,GO:0005096 GO:0005515 GO:0005547 GO:0043325 GO:0046872 GO:0007010 GO:0007165 GO:0016192 GO:0043547
SEPTIN7P2,up,
GALT,up,GO:0005515 GO:0008108 GO:0008270 GO:0006011 GO:0006012 GO:0006258 GO:0019388 GO:0033499
FAM83D,down,GO:0005515 GO:0008017 GO:0019894 GO:0019901 GO:0001837 GO:0007165 GO:0008283 GO:0016477 GO:0032006 GO:0042176 GO:0051301 GO:0051310 GO:0070372 GO:1902480 GO:1902808
CCDC47,down,GO:0003723 GO:0005509 GO:0005515 GO:0043022 GO:0044183 GO:0001649 GO:0006457 GO:0006983 GO:0009791 GO:0030433 GO:0032469 GO:0036503 GO:0045048
ZCCHC24,up,
CSNK1E,up,GO:0003723 GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0106310 GO:0006281 GO:0006468 GO:0006897 GO:0007165 GO:0008104 GO:0018105 GO:0030178 GO:0032091 GO:0032436 GO:0032880 GO:0032922 GO:0042752 GO:0048512 GO:0060070 GO:0090263 GO:1902004 GO:1905426 GO:1990090 GO:2000052
SLC30A1,down,GO:0005385 GO:0005515 GO:0019855 GO:0140826 GO:0001701 GO:0006829 GO:0006874 GO:0006882 GO:0010312 GO:0042742 GO:0046929 GO:0062111 GO:0070509 GO:0070574 GO:0071577 GO:0071584 GO:0071585 GO:0090281 GO:0140882
SPDEF,up,GO:0000981 GO:0005515 GO:0043565 GO:1990837 GO:0000122 GO:0002068 GO:0006357 GO:0006366 GO:0010454 GO:0010455 GO:0030154 GO:0043065 GO:0045944 GO:0060480 GO:0060576 GO:0072148
BAIAP3,up,GO:0000149 GO:0005509 GO:0005515 GO:0005543 GO:0019905 GO:0001956 GO:0006887 GO:0007186 GO:0032228 GO:0035774 GO:0042147 GO:1905413 GO:1990502
RAD54L,up,GO:0004386 GO:0005515 GO:0005524 GO:0015616 GO:0016887 GO:0036310 GO:0046872 GO:0140658 GO:0006281 GO:0006310 GO:0006338 GO:0007131 GO:0008340 GO:0009410 GO:0010212 GO:0045003 GO:0051276 GO:0051321
BRD8,up,GO:0005515 GO:0030374 GO:0046966 GO:0006325 GO:0007166 GO:0016573 GO:0042981 GO:0043967 GO:0043968 GO:0045893 GO:0045944 GO:0051726 GO:0097067 GO:1905168 GO:2000779
USP19,up,GO:0004843 GO:0005515 GO:0046872 GO:0051879 GO:0016579 GO:0030433 GO:0031647 GO:0034976 GO:0048642 GO:0050821 GO:0090068 GO:1900037 GO:1904292
THTPA,up,GO:0000287 GO:0005515 GO:0016787 GO:0050333 GO:0006091 GO:0006772 GO:0016311 GO:0042357
MRPL42,down,GO:0003723 GO:0003735 GO:0006412 GO:0032543
STX5,up,GO:0000149 GO:0005484 GO:0005515 GO:0045296 GO:0047485 GO:0006886 GO:0006888 GO:0006906 GO:0034498 GO:0042147 GO:0045732 GO:0048278 GO:0048280 GO:0090166 GO:1903358
PKMYT1,up,GO:0004672 GO:0004674 GO:0005515 GO:0005524 GO:0016301 GO:0046872 GO:0106310 GO:0000079 GO:0000086 GO:0000278 GO:0006468 GO:0007088 GO:0051321
TPRKB,down,GO:0005515 GO:0019901 GO:0002949
SELENOT,down,GO:0004791 GO:0008430 GO:0001514 GO:0007204 GO:0009749 GO:0031016 GO:0035773 GO:0042593 GO:0045454 GO:0060124 GO:0098869
EIF1AX,down,GO:0003723 GO:0003743 GO:0005515 GO:0008135 GO:0006413
TIMM8A,down,GO:0005515 GO:0008270 GO:0042802 GO:0007399 GO:0045039
CAV2,down,GO:0005515 GO:0019901 GO:0030674 GO:0042803 GO:0046982 GO:0060090 GO:0097110 GO:0001935 GO:0001937 GO:0001938 GO:0006906 GO:0007005 GO:0007029 GO:0007088 GO:0007179 GO:0008286 GO:0014856 GO:0014859 GO:0016050 GO:0019065 GO:0019076 GO:0030154 GO:0030512 GO:0043410 GO:0043547 GO:0044794 GO:0048278 GO:0048741 GO:0051480 GO:0060161 GO:0070836 GO:0071711
